* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = Yes
* Calibration Background performed on = 04-20-2016
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 04-21-2016
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 04-20-2016
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 04-21-2016
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 04-21-2016
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 04-20-2016
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 04-20-2016
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 04-21-2016
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 04-20-2016
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 04-20-2016
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 04-20-2016
* Chemistry = TAQMAN
* Date Created = 2017-01-02 11:06:00 AM EST
* Experiment Barcode = 
* Experiment Comment = NA
* Experiment File Name = \\vmware-host\Shared Folders\Desktop\mix_qpcr_data\Nate_QDNA_P3_20161208.eds
* Experiment Name = Nate_QDNA_P3_20161208
* Experiment Run End Time = 2016-12-08 18:55:57 PM EST
* Experiment Type = Standard Curve
* Instrument Name =       272310160
* Instrument Serial Number = 272310160
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = 
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step3
* User Name = NA

[Multicomponent Data]
Well	Well Position	Cycle	SYBR
39	      D3	4	121,690.375
40	      D4	4	146,623.250
41	      D5	4	131,152.031
42	      D6	4	155,218.641
43	      D7	4	131,006.016
44	      D8	4	144,986.688
45	      D9	4	
46	      D10	4	
47	      D11	4	
48	      D12	4	
49	      E1	4	111,183.734
50	      E2	4	113,988.062
51	      E3	4	138,221.203
52	      E4	4	132,188.641
53	      E5	4	132,839.844
54	      E6	4	149,590.953
55	      E7	4	139,539.500
56	      E8	4	190,936.750
57	      E9	4	
58	      E10	4	
59	      E11	4	
60	      E12	4	
61	      F1	4	102,003.586
62	      F2	4	105,521.305
63	      F3	4	139,096.219
64	      F4	4	133,992.359
65	      F5	4	133,144.797
66	      F6	4	175,653.500
67	      F7	4	141,069.625
68	      F8	4	161,794.562
69	      F9	4	
70	      F10	4	
71	      F11	4	
72	      F12	4	
73	      G1	4	102,921.062
74	      G2	4	119,030.602
75	      G3	4	140,868.875
76	      G4	4	135,152.234
77	      G5	4	129,641.547
78	      G6	4	178,917.859
79	      G7	4	132,236.703
80	      G8	4	142,613.906
81	      G9	4	
82	      G10	4	
83	      G11	4	
84	      G12	4	
85	      H1	4	92,231.008
86	      H2	4	99,732.766
87	      H3	4	120,097.727
88	      H4	4	147,734.703
89	      H5	4	118,062.117
90	      H6	4	167,871.953
91	      H7	4	125,573.094
92	      H8	4	120,041.039
93	      H9	4	
94	      H10	4	
95	      H11	4	
96	      H12	4	
1	      A1	5	320,151.156
2	      A2	5	308,700.594
3	      A3	5	159,229.109
4	      A4	5	152,512.594
5	      A5	5	142,523.094
6	      A6	5	175,766.453
7	      A7	5	149,065.016
8	      A8	5	140,302.312
9	      A9	5	
10	      A10	5	
11	      A11	5	
12	      A12	5	
13	      B1	5	121,238.445
14	      B2	5	128,450.602
15	      B3	5	135,346.859
16	      B4	5	140,440.469
17	      B5	5	139,954.812
18	      B6	5	158,018.594
19	      B7	5	142,242.766
20	      B8	5	215,019.078
21	      B9	5	
22	      B10	5	
23	      B11	5	
24	      B12	5	
25	      C1	5	111,161.109
26	      C2	5	120,875.188
27	      C3	5	141,203.906
28	      C4	5	141,096.000
29	      C5	5	144,188.562
30	      C6	5	144,037.328
31	      C7	5	136,777.828
32	      C8	5	497,293.375
33	      C9	5	
34	      C10	5	
35	      C11	5	
36	      C12	5	
37	      D1	5	107,920.641
38	      D2	5	119,170.914
39	      D3	5	121,295.109
40	      D4	5	146,729.891
41	      D5	5	130,740.070
42	      D6	5	154,899.156
43	      D7	5	130,974.789
44	      D8	5	144,103.156
45	      D9	5	
46	      D10	5	
47	      D11	5	
48	      D12	5	
49	      E1	5	110,549.414
50	      E2	5	113,218.156
51	      E3	5	136,595.984
52	      E4	5	132,754.250
53	      E5	5	132,756.141
54	      E6	5	149,246.453
55	      E7	5	139,077.281
56	      E8	5	191,190.609
57	      E9	5	
58	      E10	5	
59	      E11	5	
60	      E12	5	
61	      F1	5	101,937.125
62	      F2	5	104,212.797
63	      F3	5	139,270.094
64	      F4	5	134,477.000
65	      F5	5	133,274.094
66	      F6	5	175,681.812
67	      F7	5	141,160.828
68	      F8	5	160,592.562
69	      F9	5	
70	      F10	5	
71	      F11	5	
72	      F12	5	
73	      G1	5	102,510.695
74	      G2	5	118,711.484
75	      G3	5	140,914.781
76	      G4	5	136,130.062
77	      G5	5	128,747.258
78	      G6	5	178,881.266
79	      G7	5	131,915.984
80	      G8	5	143,147.672
81	      G9	5	
82	      G10	5	
83	      G11	5	
84	      G12	5	
85	      H1	5	92,579.969
86	      H2	5	99,433.266
87	      H3	5	120,341.867
88	      H4	5	150,274.578
89	      H5	5	118,042.609
90	      H6	5	167,594.359
91	      H7	5	125,758.703
92	      H8	5	119,556.945
93	      H9	5	
94	      H10	5	
95	      H11	5	
96	      H12	5	
1	      A1	6	321,026.031
2	      A2	6	309,823.375
3	      A3	6	160,100.734
4	      A4	6	153,897.406
5	      A5	6	142,604.922
6	      A6	6	175,552.984
7	      A7	6	149,018.609
8	      A8	6	138,291.750
9	      A9	6	
10	      A10	6	
11	      A11	6	
12	      A12	6	
13	      B1	6	120,770.328
14	      B2	6	128,614.422
15	      B3	6	135,536.078
16	      B4	6	140,878.188
17	      B5	6	140,180.156
18	      B6	6	155,892.766
19	      B7	6	142,909.625
20	      B8	6	215,573.531
21	      B9	6	
22	      B10	6	
23	      B11	6	
24	      B12	6	
25	      C1	6	110,666.461
26	      C2	6	120,516.070
27	      C3	6	141,716.516
28	      C4	6	141,384.172
29	      C5	6	144,497.109
30	      C6	6	143,964.234
31	      C7	6	136,890.359
32	      C8	6	491,578.906
33	      C9	6	
34	      C10	6	
35	      C11	6	
36	      C12	6	
37	      D1	6	107,102.773
38	      D2	6	119,393.289
39	      D3	6	120,974.352
40	      D4	6	147,633.438
41	      D5	6	131,049.312
42	      D6	6	155,032.984
43	      D7	6	131,512.422
44	      D8	6	143,821.422
45	      D9	6	
46	      D10	6	
47	      D11	6	
48	      D12	6	
49	      E1	6	109,557.156
50	      E2	6	112,878.469
51	      E3	6	136,498.719
52	      E4	6	132,421.047
53	      E5	6	133,062.156
54	      E6	6	148,401.766
55	      E7	6	138,651.875
56	      E8	6	192,806.312
57	      E9	6	
58	      E10	6	
59	      E11	6	
60	      E12	6	
61	      F1	6	101,653.719
62	      F2	6	103,851.945
63	      F3	6	139,636.938
64	      F4	6	135,601.594
65	      F5	6	134,097.797
66	      F6	6	176,079.375
67	      F7	6	141,951.516
68	      F8	6	160,300.688
69	      F9	6	
70	      F10	6	
71	      F11	6	
72	      F12	6	
73	      G1	6	101,805.508
74	      G2	6	119,302.789
75	      G3	6	141,457.266
76	      G4	6	136,541.688
77	      G5	6	128,881.953
78	      G6	6	178,581.656
79	      G7	6	131,351.172
80	      G8	6	144,566.047
81	      G9	6	
82	      G10	6	
83	      G11	6	
84	      G12	6	
85	      H1	6	92,877.617
86	      H2	6	98,474.094
87	      H3	6	121,965.625
88	      H4	6	153,495.500
89	      H5	6	118,224.469
90	      H6	6	167,805.953
91	      H7	6	125,247.008
92	      H8	6	118,740.211
93	      H9	6	
94	      H10	6	
95	      H11	6	
96	      H12	6	
1	      A1	7	327,280.906
2	      A2	7	316,838.906
3	      A3	7	160,766.953
4	      A4	7	157,904.047
5	      A5	7	143,624.703
6	      A6	7	176,538.453
7	      A7	7	149,561.906
8	      A8	7	137,503.469
9	      A9	7	
10	      A10	7	
11	      A11	7	
12	      A12	7	
13	      B1	7	120,599.633
14	      B2	7	130,013.688
15	      B3	7	136,030.828
16	      B4	7	143,044.578
17	      B5	7	141,450.156
18	      B6	7	155,686.375
19	      B7	7	143,261.922
20	      B8	7	218,715.219
21	      B9	7	
22	      B10	7	
23	      B11	7	
24	      B12	7	
25	      C1	7	109,847.930
26	      C2	7	120,391.227
27	      C3	7	142,632.266
28	      C4	7	143,090.344
29	      C5	7	146,066.906
30	      C6	7	144,131.203
31	      C7	7	137,149.922
32	      C8	7	490,938.938
33	      C9	7	
34	      C10	7	
35	      C11	7	
36	      C12	7	
37	      D1	7	106,631.961
38	      D2	7	119,341.188
39	      D3	7	120,413.508
40	      D4	7	149,515.500
41	      D5	7	132,557.797
42	      D6	7	156,112.891
43	      D7	7	132,162.938
44	      D8	7	143,693.672
45	      D9	7	
46	      D10	7	
47	      D11	7	
48	      D12	7	
49	      E1	7	109,121.641
50	      E2	7	112,631.586
51	      E3	7	137,570.812
52	      E4	7	132,650.875
53	      E5	7	132,878.859
54	      E6	7	148,450.859
55	      E7	7	138,636.969
56	      E8	7	197,222.266
57	      E9	7	
58	      E10	7	
59	      E11	7	
60	      E12	7	
61	      F1	7	101,048.523
62	      F2	7	104,055.688
63	      F3	7	139,735.828
64	      F4	7	137,396.219
65	      F5	7	134,434.531
66	      F6	7	176,928.078
67	      F7	7	142,273.344
68	      F8	7	160,303.250
69	      F9	7	
70	      F10	7	
71	      F11	7	
72	      F12	7	
73	      G1	7	100,566.266
74	      G2	7	119,112.461
75	      G3	7	142,275.641
76	      G4	7	138,972.188
77	      G5	7	130,420.633
78	      G6	7	179,094.984
79	      G7	7	131,362.094
80	      G8	7	148,115.234
81	      G9	7	
82	      G10	7	
83	      G11	7	
84	      G12	7	
85	      H1	7	92,697.836
86	      H2	7	98,149.656
87	      H3	7	123,305.578
88	      H4	7	157,997.453
89	      H5	7	118,689.328
90	      H6	7	169,464.781
91	      H7	7	125,409.750
92	      H8	7	118,457.648
93	      H9	7	
94	      H10	7	
95	      H11	7	
96	      H12	7	
1	      A1	8	342,378.125
2	      A2	8	335,140.344
3	      A3	8	163,756.109
4	      A4	8	163,790.984
5	      A5	8	145,608.250
6	      A6	8	181,810.844
7	      A7	8	150,286.938
8	      A8	8	137,534.141
9	      A9	8	
10	      A10	8	
11	      A11	8	
12	      A12	8	
13	      B1	8	120,307.195
14	      B2	8	131,698.719
15	      B3	8	137,434.922
16	      B4	8	147,270.844
17	      B5	8	143,512.453
18	      B6	8	157,132.953
19	      B7	8	144,725.719
20	      B8	8	224,133.688
21	      B9	8	
22	      B10	8	
23	      B11	8	
24	      B12	8	
25	      C1	8	109,554.305
26	      C2	8	120,425.367
27	      C3	8	144,008.672
28	      C4	8	146,192.344
29	      C5	8	148,364.281
30	      C6	8	145,205.422
31	      C7	8	137,239.438
32	      C8	8	495,493.156
33	      C9	8	
34	      C10	8	
35	      C11	8	
36	      C12	8	
37	      D1	8	106,515.070
38	      D2	8	118,789.070
39	      D3	8	120,389.359
40	      D4	8	152,155.531
41	      D5	8	133,725.891
42	      D6	8	157,776.594
43	      D7	8	132,433.781
44	      D8	8	143,759.922
45	      D9	8	
46	      D10	8	
47	      D11	8	
48	      D12	8	
49	      E1	8	108,936.727
50	      E2	8	112,272.852
51	      E3	8	138,070.094
52	      E4	8	135,094.031
53	      E5	8	133,057.672
54	      E6	8	149,871.609
55	      E7	8	139,023.250
56	      E8	8	206,506.188
57	      E9	8	
58	      E10	8	
59	      E11	8	
60	      E12	8	
61	      F1	8	100,800.602
62	      F2	8	103,844.305
63	      F3	8	140,715.750
64	      F4	8	140,887.891
65	      F5	8	135,345.250
66	      F6	8	179,265.797
67	      F7	8	142,317.031
68	      F8	8	160,639.891
69	      F9	8	
70	      F10	8	
71	      F11	8	
72	      F12	8	
73	      G1	8	100,373.375
74	      G2	8	118,652.289
75	      G3	8	144,516.875
76	      G4	8	145,467.359
77	      G5	8	131,965.703
78	      G6	8	182,886.062
79	      G7	8	131,943.109
80	      G8	8	155,045.641
81	      G9	8	
82	      G10	8	
83	      G11	8	
84	      G12	8	
85	      H1	8	92,126.672
86	      H2	8	98,036.438
87	      H3	8	126,013.148
88	      H4	8	165,673.344
89	      H5	8	120,681.523
90	      H6	8	173,162.297
91	      H7	8	126,647.133
92	      H8	8	118,330.023
93	      H9	8	
94	      H10	8	
95	      H11	8	
96	      H12	8	
1	      A1	9	374,636.000
2	      A2	9	369,551.000
3	      A3	9	169,542.516
4	      A4	9	174,902.297
5	      A5	9	148,096.125
6	      A6	9	190,096.734
7	      A7	9	151,562.562
8	      A8	9	138,087.656
9	      A9	9	
10	      A10	9	
11	      A11	9	
12	      A12	9	
13	      B1	9	120,735.383
14	      B2	9	134,466.953
15	      B3	9	139,755.562
16	      B4	9	152,908.453
17	      B5	9	147,857.000
18	      B6	9	158,906.578
19	      B7	9	147,441.547
20	      B8	9	236,238.250
21	      B9	9	
22	      B10	9	
23	      B11	9	
24	      B12	9	
25	      C1	9	109,285.977
26	      C2	9	120,890.750
27	      C3	9	147,908.641
28	      C4	9	150,397.516
29	      C5	9	150,323.734
30	      C6	9	147,481.969
31	      C7	9	138,106.594
32	      C8	9	516,578.938
33	      C9	9	
34	      C10	9	
35	      C11	9	
36	      C12	9	
37	      D1	9	106,546.828
38	      D2	9	117,905.977
39	      D3	9	120,924.664
40	      D4	9	157,619.703
41	      D5	9	136,640.141
42	      D6	9	160,709.016
43	      D7	9	132,900.906
44	      D8	9	144,187.703
45	      D9	9	
46	      D10	9	
47	      D11	9	
48	      D12	9	
49	      E1	9	108,877.102
50	      E2	9	112,037.117
51	      E3	9	140,009.922
52	      E4	9	139,876.234
53	      E5	9	134,854.328
54	      E6	9	152,055.734
55	      E7	9	139,699.750
56	      E8	9	226,894.406
57	      E9	9	
58	      E10	9	
59	      E11	9	
60	      E12	9	
61	      F1	9	100,755.375
62	      F2	9	103,280.031
63	      F3	9	144,808.375
64	      F4	9	148,599.516
65	      F5	9	137,039.500
66	      F6	9	184,736.406
67	      F7	9	142,983.406
68	      F8	9	163,040.172
69	      F9	9	
70	      F10	9	
71	      F11	9	
72	      F12	9	
73	      G1	9	100,823.289
74	      G2	9	117,537.242
75	      G3	9	148,290.281
76	      G4	9	154,950.250
77	      G5	9	134,338.828
78	      G6	9	191,755.766
79	      G7	9	132,293.500
80	      G8	9	170,680.578
81	      G9	9	
82	      G10	9	
83	      G11	9	
84	      G12	9	
85	      H1	9	92,049.914
86	      H2	9	97,971.055
87	      H3	9	129,424.828
88	      H4	9	178,267.672
89	      H5	9	122,927.977
90	      H6	9	181,437.250
91	      H7	9	127,365.133
92	      H8	9	117,395.625
93	      H9	9	
94	      H10	9	
95	      H11	9	
96	      H12	9	
1	      A1	10	439,452.781
2	      A2	10	439,787.031
3	      A3	10	180,174.969
4	      A4	10	196,347.750
5	      A5	10	153,030.594
6	      A6	10	208,744.875
7	      A7	10	153,427.859
8	      A8	10	138,398.250
9	      A9	10	
10	      A10	10	
11	      A11	10	
12	      A12	10	
13	      B1	10	123,565.086
14	      B2	10	140,437.953
15	      B3	10	144,517.109
16	      B4	10	165,574.703
17	      B5	10	156,629.594
18	      B6	10	162,930.250
19	      B7	10	152,796.422
20	      B8	10	260,166.672
21	      B9	10	
22	      B10	10	
23	      B11	10	
24	      B12	10	
25	      C1	10	108,579.266
26	      C2	10	121,980.133
27	      C3	10	154,407.406
28	      C4	10	160,634.266
29	      C5	10	155,790.469
30	      C6	10	152,201.344
31	      C7	10	141,111.094
32	      C8	10	571,045.625
33	      C9	10	
34	      C10	10	
35	      C11	10	
36	      C12	10	
37	      D1	10	106,235.391
38	      D2	10	117,310.656
39	      D3	10	120,387.219
40	      D4	10	168,281.672
41	      D5	10	141,896.266
42	      D6	10	167,995.219
43	      D7	10	133,484.422
44	      D8	10	144,134.125
45	      D9	10	
46	      D10	10	
47	      D11	10	
48	      D12	10	
49	      E1	10	108,758.125
50	      E2	10	111,806.977
51	      E3	10	143,982.250
52	      E4	10	146,897.547
53	      E5	10	138,715.938
54	      E6	10	155,266.859
55	      E7	10	140,601.078
56	      E8	10	267,148.438
57	      E9	10	
58	      E10	10	
59	      E11	10	
60	      E12	10	
61	      F1	10	100,474.055
62	      F2	10	103,065.242
63	      F3	10	152,651.031
64	      F4	10	161,999.406
65	      F5	10	141,907.859
66	      F6	10	196,826.188
67	      F7	10	144,786.672
68	      F8	10	169,593.750
69	      F9	10	
70	      F10	10	
71	      F11	10	
72	      F12	10	
73	      G1	10	100,391.344
74	      G2	10	117,400.656
75	      G3	10	158,465.156
76	      G4	10	172,691.922
77	      G5	10	139,723.250
78	      G6	10	209,302.828
79	      G7	10	133,815.719
80	      G8	10	201,146.719
81	      G9	10	
82	      G10	10	
83	      G11	10	
84	      G12	10	
85	      H1	10	92,529.227
86	      H2	10	97,997.812
87	      H3	10	137,917.938
88	      H4	10	202,130.266
89	      H5	10	128,342.938
90	      H6	10	199,160.609
91	      H7	10	129,774.367
92	      H8	10	117,124.367
93	      H9	10	
94	      H10	10	
95	      H11	10	
96	      H12	10	
1	      A1	11	569,714.188
2	      A2	11	577,876.312
3	      A3	11	202,579.188
4	      A4	11	236,550.203
5	      A5	11	165,125.500
6	      A6	11	245,605.953
7	      A7	11	157,154.828
8	      A8	11	138,364.844
9	      A9	11	
10	      A10	11	
11	      A11	11	
12	      A12	11	
13	      B1	11	128,473.617
14	      B2	11	153,301.031
15	      B3	11	153,096.172
16	      B4	11	190,602.922
17	      B5	11	175,420.078
18	      B6	11	170,725.781
19	      B7	11	164,740.125
20	      B8	11	306,213.562
21	      B9	11	
22	      B10	11	
23	      B11	11	
24	      B12	11	
25	      C1	11	108,937.734
26	      C2	11	122,802.531
27	      C3	11	166,915.422
28	      C4	11	179,528.234
29	      C5	11	167,843.516
30	      C6	11	160,977.125
31	      C7	11	146,786.891
