* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = Yes
* Calibration Background performed on = 04-20-2016
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 04-21-2016
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 04-20-2016
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 04-21-2016
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 04-21-2016
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 04-20-2016
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 04-20-2016
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 04-21-2016
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 04-20-2016
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 04-20-2016
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 04-20-2016
* Chemistry = TAQMAN
* Date Created = 2017-01-02 22:44:59 PM EST
* Experiment Barcode = 
* Experiment Comment = NA
* Experiment File Name = \\vmware-host\Shared Folders\Desktop\mix_qpcr_data\ERCC_1_6_20161202.eds
* Experiment Name = 2016-12-02_104248
* Experiment Run End Time = 2016-12-02 12:18:47 PM EST
* Experiment Type = Standard Curve
* Instrument Name =       272310160
* Instrument Serial Number = 272310160
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Raw Data]
Well	Well Position	Cycle	x1-m1	x2-m2	x3-m3	x4-m4
20	      B8	3	941,242.812	67,993.383	64,228.273	577,066.000
21	      B9	3	975,481.688	73,747.742	62,882.008	587,698.750
22	      B10	3	963,488.625	80,612.922	57,939.270	566,440.125
23	      B11	3	934,498.750	86,442.727	53,359.727	532,051.562
24	      B12	3	875,108.562	89,178.211	42,964.074	497,274.688
25	      C1	3	719,709.438	65,840.055	42,011.863	464,386.750
26	      C2	3	760,374.812	62,306.961	48,576.684	495,264.812
27	      C3	3	788,283.750	58,867.617	55,917.535	535,280.438
28	      C4	3	849,817.625	57,786.613	65,230.820	576,228.562
29	      C5	3	876,091.438	57,780.758	71,328.656	603,506.812
30	      C6	3	849,598.188	55,311.750	72,038.656	590,094.250
31	      C7	3	968,374.250	65,249.812	72,369.328	595,886.875
32	      C8	3	1,036,800.750	71,994.008	75,494.484	631,426.250
33	      C9	3	999,799.312	73,013.531	69,129.711	607,373.750
34	      C10	3	1,006,812.500	78,691.555	63,307.898	598,642.375
35	      C11	3	969,350.438	83,727.000	55,358.496	563,513.188
36	      C12	3	937,418.875	91,182.391	48,478.395	528,489.250
37	      D1	3	700,550.125	62,962.930	41,764.520	456,877.531
38	      D2	3	726,938.625	58,455.922	47,748.492	479,730.531
39	      D3	3	766,215.688	55,752.391	54,615.578	514,801.594
40	      D4	3	824,804.312	57,867.934	66,009.336	563,791.000
41	      D5	3	828,198.625	53,859.000	70,630.984	576,118.000
42	      D6	3	871,531.250	56,412.156	76,737.711	610,683.250
43	      D7	3	975,730.125	64,846.512	76,157.734	606,188.188
44	      D8	3	1,009,643.125	69,214.328	75,426.414	616,932.750
45	      D9	3	987,132.312	71,500.828	74,848.664	607,515.875
46	      D10	3	984,764.188	75,052.375	61,386.785	588,911.375
47	      D11	3	951,438.625	81,190.055	56,233.906	555,749.812
48	      D12	3	913,820.438	87,459.039	48,930.668	522,508.188
49	      E1	3	738,842.438	66,564.758	43,410.668	484,066.406
50	      E2	3	747,664.188	59,630.941	49,511.750	498,048.438
51	      E3	3	834,852.625	62,796.793	62,117.668	552,174.125
52	      E4	3	814,498.562	56,842.320	65,902.547	567,410.188
53	      E5	3	837,341.500	55,872.117	71,523.680	580,305.938
54	      E6	3	889,363.875	57,652.559	78,453.945	623,374.625
55	      E7	3	939,645.688	63,761.719	73,498.945	580,164.375
56	      E8	3	963,134.000	65,807.555	73,159.773	592,071.688
57	      E9	3	1,037,874.688	75,008.742	73,910.422	623,789.312
58	      E10	3	994,292.062	78,430.188	65,680.359	589,994.375
59	      E11	3	947,222.312	82,168.031	56,970.148	553,732.812
60	      E12	3	910,983.000	88,182.094	48,787.773	522,649.125
61	      F1	3	682,941.875	63,567.496	42,724.855	440,998.688
62	      F2	3	707,608.750	59,095.707	47,444.203	469,382.344
63	      F3	3	769,522.062	57,786.941	55,908.344	521,404.750
64	      F4	3	774,488.625	54,840.523	60,956.066	529,172.000
65	      F5	3	826,921.812	55,747.262	68,443.672	573,032.625
66	      F6	3	834,164.000	55,245.184	72,900.781	583,983.250
67	      F7	3	922,958.125	63,316.273	70,706.266	568,545.312
68	      F8	3	937,228.250	66,376.164	69,449.258	571,401.812
69	      F9	3	939,106.500	69,578.445	65,828.320	566,110.188
70	      F10	3	923,780.062	73,894.234	58,790.758	546,121.938
71	      F11	3	903,801.312	78,953.414	52,621.297	528,897.625
72	      F12	3	859,542.375	86,018.344	45,093.051	491,539.812
73	      G1	3	669,876.188	65,776.500	36,884.117	430,023.812
74	      G2	3	717,976.188	63,585.824	45,561.688	473,860.156
75	      G3	3	742,315.188	59,887.121	52,691.039	498,532.688
76	      G4	3	783,366.000	58,147.684	56,997.633	530,044.438
77	      G5	3	808,895.250	57,379.387	63,695.840	551,204.938
78	      G6	3	806,832.250	55,774.148	65,350.395	555,650.562
79	      G7	3	893,108.125	64,799.172	63,095.012	535,654.625
80	      G8	3	895,905.500	66,331.656	62,798.410	541,901.875
81	      G9	3	887,345.812	68,567.320	57,223.570	530,263.812
82	      G10	3	930,310.188	77,650.125	56,051.031	543,791.125
83	      G11	3	856,137.500	78,769.297	48,040.551	499,950.906
84	      G12	3	822,992.250	85,626.250	41,465.625	462,698.125
85	      H1	3	621,881.500	65,178.547	33,381.102	385,171.500
86	      H2	3	662,384.188	62,130.086	39,200.773	426,195.062
87	      H3	3	682,776.250	59,176.039	44,858.449	455,161.344
88	      H4	3	744,128.562	61,024.750	53,033.297	492,012.031
89	      H5	3	732,221.000	55,899.227	51,783.043	486,235.812
90	      H6	3	734,482.875	55,139.184	54,011.238	494,976.812
91	      H7	3	837,290.250	107,521.617	64,998.098	496,405.906
92	      H8	3	876,616.938	130,667.578	70,338.234	519,139.562
93	      H9	3	865,995.812	122,772.242	63,888.324	511,895.281
94	      H10	3	826,426.938	74,120.281	47,023.672	476,538.188
95	      H11	3	817,134.562	80,191.297	42,208.418	464,482.062
96	      H12	3	808,854.625	91,194.414	38,779.641	457,079.312
1	      A1	4	759,690.562	78,916.539	38,957.801	460,729.531
2	      A2	4	767,715.312	69,664.195	43,056.875	489,725.438
3	      A3	4	794,420.938	64,373.199	49,256.191	503,962.156
4	      A4	4	845,404.062	170,323.062	79,262.398	541,778.125
5	      A5	4	862,219.062	158,943.422	80,316.250	562,343.562
6	      A6	4	878,679.875	147,871.891	80,953.523	578,767.938
7	      A7	4	977,190.750	73,467.203	62,172.441	573,001.250
8	      A8	4	971,220.438	74,608.539	61,437.379	571,918.125
9	      A9	4	990,431.250	81,158.773	60,292.977	577,181.312
