* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = Yes
* Calibration Background performed on = 04-20-2016
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 04-21-2016
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 04-20-2016
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 04-21-2016
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 04-21-2016
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 04-20-2016
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 04-20-2016
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 04-21-2016
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 04-20-2016
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 04-20-2016
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 04-20-2016
* Chemistry = TAQMAN
* Date Created = 2017-01-02 22:44:59 PM EST
* Experiment Barcode = 
* Experiment Comment = NA
* Experiment File Name = \\vmware-host\Shared Folders\Desktop\mix_qpcr_data\ERCC_1_6_20161202.eds
* Experiment Name = 2016-12-02_104248
* Experiment Run End Time = 2016-12-02 12:18:47 PM EST
* Experiment Type = Standard Curve
* Instrument Name =       272310160
* Instrument Serial Number = 272310160
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	OUTLIERRG	HIGHSD	CQCONF
75	G3	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						27.716	0.998	-3.736	85.226	true	0.349	true	3	39	No Amp			N	N	Y
76	G4	false		Target 1	UNKNOWN	FAM	NFQ-MGB	9.235	12.550	3.957	88,550.766			27.716	0.998	-3.736	85.226	true	0.349	true	3	5	Amp			N	Y	N
77	G5	false		Target 1	UNKNOWN	FAM	NFQ-MGB	9.641	12.550	3.957	68,951.688			27.716	0.998	-3.736	85.226	true	0.349	true	3	5	Amp			N	Y	N
78	G6	false		Target 1	UNKNOWN	FAM	NFQ-MGB	9.476	12.550	3.957	76,339.023			27.716	0.998	-3.736	85.226	true	0.349	true	3	5	Amp			N	Y	N
79	G7	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						27.716	0.998	-3.736	85.226	true	0.349	true	3	35	No Amp			N	N	Y
80	G8	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						27.716	0.998	-3.736	85.226	true	0.349	true	3	35	No Amp			N	N	Y
81	G9	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						27.716	0.998	-3.736	85.226	true	0.349	true	3	35	No Amp			N	N	Y
82	G10	false		Target 1	UNKNOWN	FAM	NFQ-MGB	19.232	12.550	3.957	186.704			27.716	0.998	-3.736	85.226	true	0.349	true	3	13	Amp			N	Y	N
83	G11	false		Target 1	UNKNOWN	FAM	NFQ-MGB	19.416	12.550	3.957	166.676			27.716	0.998	-3.736	85.226	true	0.349	true	3	13	Amp			N	Y	N
84	G12	false		Target 1	UNKNOWN	FAM	NFQ-MGB	19.202	12.550	3.957	190.199			27.716	0.998	-3.736	85.226	true	0.349	true	3	14	Amp			N	Y	N
85	H1	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						27.716	0.998	-3.736	85.226	true	0.349	true	3	39	No Amp			N	N	Y
86	H2	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						27.716	0.998	-3.736	85.226	true	0.349	true	3	39	No Amp			N	N	Y
