* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = Yes
* Calibration Background performed on = 04-20-2016
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 04-21-2016
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 04-20-2016
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 04-21-2016
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 04-21-2016
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 04-20-2016
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 04-20-2016
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 04-21-2016
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 04-20-2016
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 04-20-2016
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 04-20-2016
* Chemistry = TAQMAN
* Date Created = 2017-01-02 19:05:17 PM EST
* Experiment Barcode = 
* Experiment Comment = NA
* Experiment File Name = \\vmware-host\Shared Folders\Desktop\mix_qpcr_data\ERCC_2_7_20161202.eds
* Experiment Name = ERCC_2_7_20161202
* Experiment Run End Time = 2016-12-02 13:58:48 PM EST
* Experiment Type = Standard Curve
* Instrument Name =       272310160
* Instrument Serial Number = 272310160
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Raw Data]
Well	Well Position	Cycle	x1-m1	x2-m2	x3-m3	x4-m4
16	      B4	3	417,567.906	30,193.047	59,680.812	552,385.000
17	      B5	3	425,443.188	30,193.533	63,116.523	570,669.875
18	      B6	3	421,412.219	29,099.477	65,611.055	571,530.000
19	      B7	3	1,150,478.875	85,121.336	68,793.930	588,734.688
20	      B8	3	1,067,399.750	80,414.789	62,693.867	560,669.438
21	      B9	3	1,143,914.250	91,723.938	63,664.551	584,956.312
22	      B10	3	1,120,334.500	96,016.836	57,389.258	561,971.250
23	      B11	3	1,096,145.125	102,227.234	50,635.527	535,448.750
24	      B12	3	1,014,895.625	108,671.188	43,286.910	490,567.969
25	      C1	3	355,397.219	32,000.900	40,886.613	453,760.719
26	      C2	3	373,460.750	30,606.275	46,819.602	477,719.094
27	      C3	3	391,849.625	29,692.271	54,263.863	507,985.531
28	      C4	3	472,975.000	39,685.320	72,873.797	576,219.125
29	      C5	3	428,367.000	28,606.816	69,554.922	588,214.562
30	      C6	3	423,579.219	28,838.311	71,135.703	577,630.125
31	      C7	3	1,150,324.125	82,022.352	73,399.695	594,502.812
32	      C8	3	1,218,066.375	88,588.320	75,292.664	630,776.688
33	      C9	3	1,161,374.750	88,425.266	69,064.023	601,664.938
34	      C10	3	1,166,887.750	96,306.680	63,655.801	590,519.125
35	      C11	3	1,133,539.375	103,128.766	54,757.996	560,241.250
36	      C12	3	1,088,899.125	110,349.141	48,312.551	523,119.156
37	      D1	3	352,845.875	31,165.850	40,822.418	456,867.188
38	      D2	3	360,726.188	29,495.260	46,568.164	467,745.094
39	      D3	3	385,557.625	27,579.500	55,337.008	516,659.719
40	      D4	3	409,074.219	28,658.447	64,023.973	550,384.188
41	      D5	3	414,117.688	27,624.516	69,657.070	568,831.688
42	      D6	3	430,954.312	36,325.465	76,288.227	592,416.312
43	      D7	3	1,148,550.000	79,575.023	75,760.750	603,801.938
44	      D8	3	1,161,217.500	82,931.523	73,255.383	602,977.562
45	      D9	3	1,149,643.875	85,694.984	68,549.133	585,563.062
46	      D10	3	1,144,249.375	90,980.336	60,985.133	580,360.500
47	      D11	3	1,108,465.500	98,097.359	55,504.707	549,830.000
48	      D12	3	1,053,529.375	104,251.367	47,708.766	511,186.344
49	      E1	3	352,010.031	31,394.350	40,444.777	450,886.250
50	      E2	3	366,727.562	29,252.209	48,253.020	485,125.688
51	      E3	3	399,116.688	29,531.309	58,948.855	531,825.938
52	      E4	3	397,596.750	26,808.906	62,693.789	541,015.938
53	      E5	3	414,774.750	27,191.219	69,549.641	564,252.938
54	      E6	3	430,938.938	27,141.920	74,655.086	594,686.938
55	      E7	3	1,090,063.500	76,213.203	72,588.859	572,076.750
56	      E8	3	1,112,525.250	79,457.445	71,969.406	582,093.250
57	      E9	3	1,198,663.375	89,728.398	72,725.359	613,924.250
58	      E10	3	1,147,407.625	91,544.750	63,959.578	582,533.250
59	      E11	3	1,115,805.500	98,929.250	56,525.355	554,094.312
60	      E12	3	1,026,991.000	102,392.367	46,410.156	500,983.250
61	      F1	3	343,522.156	30,198.637	39,820.930	440,425.094
62	      F2	3	346,155.281	28,391.105	45,488.078	453,475.156
63	      F3	3	358,419.875	26,574.480	52,045.559	489,222.812
64	      F4	3	398,581.375	28,161.455	61,922.871	537,158.938
65	      F5	3	407,555.781	27,353.762	65,767.070	551,020.188
66	      F6	3	416,825.688	28,380.465	70,870.898	572,047.875
67	      F7	3	1,071,618.375	76,626.281	69,433.508	561,166.750
68	      F8	3	1,084,061.750	79,159.453	67,637.609	558,282.500
69	      F9	3	1,119,794.250	86,336.812	66,370.453	571,041.938
70	      F10	3	1,046,280.438	86,200.039	57,289.816	527,530.500
71	      F11	3	1,010,584.125	93,024.141	51,007.695	500,636.312
72	      F12	3	987,252.250	101,934.258	44,094.020	479,426.906
73	      G1	3	336,699.219	31,404.887	35,809.918	419,665.562
74	      G2	3	354,674.594	31,541.484	42,977.949	457,102.875
75	      G3	3	363,906.469	29,661.051	50,590.992	483,009.062
76	      G4	3	374,698.750	28,233.096	53,739.988	501,441.312
77	      G5	3	395,753.031	28,708.562	60,984.395	526,390.000
78	      G6	3	404,436.938	28,395.932	63,627.332	540,988.750
79	      G7	3	1,021,241.250	77,039.125	61,761.312	524,726.188
80	      G8	3	1,041,121.625	82,519.867	63,892.262	533,637.250
81	      G9	3	1,029,066.125	82,839.562	56,010.406	519,372.250
82	      G10	3	1,071,840.500	93,406.555	55,445.898	529,843.812
83	      G11	3	990,474.312	95,972.586	47,585.566	485,123.500
84	      G12	3	943,426.438	102,479.734	44,609.898	449,393.125
85	      H1	3	323,475.531	32,297.914	32,563.852	389,298.938
86	      H2	3	333,435.406	31,341.045	38,228.359	423,019.562
87	      H3	3	338,884.062	29,462.031	43,009.656	448,931.156
88	      H4	3	362,263.281	31,652.820	49,729.086	465,204.750
