* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = Yes
* Calibration Background performed on = 04-20-2016
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 04-21-2016
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 04-20-2016
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 04-21-2016
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 04-21-2016
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 04-20-2016
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 04-20-2016
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 04-21-2016
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 04-20-2016
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 04-20-2016
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 04-20-2016
* Chemistry = TAQMAN
* Date Created = 2017-01-01 23:16:35 PM EST
* Experiment Barcode = 
* Experiment Comment = NA
* Experiment File Name = \\vmware-host\Shared Folders\Desktop\mix_qpcr_data\Nate_QDNA_P1_20161208.eds
* Experiment Name = Nate_QDNA_P1_20161208
* Experiment Run End Time = 2016-12-08 13:49:44 PM EST
* Experiment Type = Standard Curve
* Instrument Name =       272310160
* Instrument Serial Number = 272310160
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = 
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step3
* User Name = NA

[Raw Data]
Well	Well Position	Cycle	x1-m1	x2-m2	x3-m3	x4-m4
80	      G8	3	179,239.109	1,441.737	843.004	1,229.950
81	      G9	3	10,814.743	1,206.250	-461.988	1,932.749
82	      G10	3	14,582.716	1,422.632	1,034.811	1,337.206
83	      G11	3	15,733.908	2,081.626	1,011.015	443.261
84	      G12	3	34,527.730	4,137.103	2,275.927	2,334.207
85	      H1	3	96,687.445	2,173.526	1,050.280	1,505.283
86	      H2	3	101,954.156	2,051.565	839.032	1,040.055
87	      H3	3	128,428.320	2,268.107	623.464	896.983
88	      H4	3	146,216.703	5,014.334	3,775.444	1,982.579
89	      H5	3	129,244.969	2,378.628	1,915.115	236.675
90	      H6	3	172,934.750	2,069.938	804.799	1,930.664
91	      H7	3	117,097.406	2,296.260	1,988.898	1,448.394
92	      H8	3	119,391.445	2,836.851	6,851.511	2,181.944
93	      H9	3	21,132.199	3,879.307	1,280.763	3,173.178
94	      H10	3	23,167.363	3,492.184	1,398.660	1,780.371
95	      H11	3	22,021.729	3,106.100	1,531.714	3,135.367
96	      H12	3	30,844.426	7,465.762	3,559.004	3,357.734
1	      A1	4	317,696.656	8,060.582	3,131.682	2,470.926
2	      A2	4	296,316.594	3,926.177	1,076.020	2,981.691
3	      A3	4	157,613.766	113,699.094	31,620.955	1,053.753
4	      A4	4	159,170.719	1,922.144	583.143	1,414.843
5	      A5	4	158,197.812	4,709.214	728.965	1,283.002
6	      A6	4	211,873.547	2,013.476	637.276	420.106
7	      A7	4	156,348.234	2,598.680	756.175	-24.577
8	      A8	4	145,377.578	2,482.908	1,003.830	1,091.209
9	      A9	4	43,775.590	4,842.222	2,573.170	5,589.518
10	      A10	4	37,682.621	3,210.401	1,586.443	3,315.344
11	      A11	4	65,766.195	8,542.620	4,360.688	6,854.909
12	      A12	4	39,177.352	4,424.203	2,869.061	3,989.651
13	      B1	4	123,756.648	1,569.358	1,820.367	2,042.852
14	      B2	4	122,642.562	2,163.523	268.174	1,841.892
15	      B3	4	153,937.375	2,561.412	86.515	3,338.374
16	      B4	4	161,496.016	5,825.209	1,272.893	221.336
17	      B5	4	222,351.750	2,776.663	-54.248	479.393
18	      B6	4	144,940.359	1,628.258	745.863	129.921
19	      B7	4	142,743.953	1,531.824	674.024	816.435
20	      B8	4	278,993.688	2,526.364	-111.079	1,662.569
21	      B9	4	14,707.720	1,754.420	457.780	2,283.735
22	      B10	4	23,649.535	3,153.560	1,514.270	1,005.972
23	      B11	4	15,806.744	1,967.318	860.868	-25.252
24	      B12	4	12,955.325	3,044.633	1,326.366	655.041
25	      C1	4	112,579.312	2,507.089	2,012.073	622.848
26	      C2	4	108,406.766	2,264.745	1,558.937	-47.125
27	      C3	4	136,739.062	3,054.522	1,598.202	2,791.399
