* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = Yes
* Calibration Background performed on = 04-20-2016
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 04-21-2016
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 04-20-2016
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 04-21-2016
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 04-21-2016
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 04-20-2016
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 04-20-2016
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 04-21-2016
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 04-20-2016
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 04-20-2016
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 04-20-2016
* Chemistry = TAQMAN
* Date Created = 2017-01-02 10:36:32 AM EST
* Experiment Barcode = 
* Experiment Comment = NA
* Experiment File Name = \\vmware-host\Shared Folders\Desktop\mix_qpcr_data\Nate_QDNA_P2_20161208.eds
* Experiment Name = Nate_QDNA_P2_20161208
* Experiment Run End Time = 2016-12-08 16:33:54 PM EST
* Experiment Type = Standard Curve
* Instrument Name =       272310160
* Instrument Serial Number = 272310160
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = 
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step3
* User Name = NA

[Amplification Data]
Well	Well Position	Cycle	Target Name	Rn	Delta Rn
11	A11	23			
11	A11	24			
11	A11	25			
11	A11	26			
11	A11	27			
11	A11	28			
11	A11	29			
11	A11	30			
11	A11	31			
11	A11	32			
11	A11	33			
11	A11	34			
11	A11	35			
11	A11	36			
11	A11	37			
11	A11	38			
11	A11	39			
11	A11	40			
12	A12	1			
12	A12	2			
12	A12	3			
12	A12	4			
12	A12	5			
12	A12	6			
12	A12	7			
12	A12	8			
12	A12	9			
12	A12	10			
12	A12	11			
12	A12	12			
12	A12	13			
12	A12	14			
12	A12	15			
12	A12	16			
12	A12	17			
12	A12	18			
12	A12	19			
12	A12	20			
12	A12	21			
12	A12	22			
12	A12	23			
12	A12	24			
12	A12	25			
12	A12	26			
12	A12	27			
12	A12	28			
12	A12	29			
12	A12	30			
12	A12	31			
12	A12	32			
12	A12	33			
12	A12	34			
12	A12	35			
12	A12	36			
12	A12	37			
12	A12	38			
12	A12	39			
12	A12	40			
13	B1	1	Target 1	145,859.516	1,685.555
13	B1	2	Target 1	146,110.297	1,814.980
13	B1	3	Target 1	145,775.922	1,359.249
13	B1	4	Target 1	144,344.672	-193.357
13	B1	5	Target 1	143,800.141	-859.244
13	B1	6	Target 1	143,855.156	-925.585
13	B1	7	Target 1	144,389.078	-513.019
13	B1	8	Target 1	145,074.516	51.062
13	B1	9	Target 1	146,225.703	1,080.894
13	B1	10	Target 1	148,042.016	2,775.850
13	B1	11	Target 1	152,822.391	7,434.870
13	B1	12	Target 1	163,169.453	17,660.576
13	B1	13	Target 1	183,735.422	38,105.188
13	B1	14	Target 1	222,975.062	77,223.477
13	B1	15	Target 1	299,469.156	153,596.219
13	B1	16	Target 1	446,652.156	300,657.844
13	B1	17	Target 1	724,018.188	577,902.500
13	B1	18	Target 1	1,234,770.750	1,088,533.750
13	B1	19	Target 1	2,145,508.000	1,999,149.625
13	B1	20	Target 1	3,661,511.250	3,515,031.500
13	B1	21	Target 1	5,921,373.000	5,774,772.000
13	B1	22	Target 1	8,817,159.000	8,670,437.000
13	B1	23	Target 1	11,850,890.000	11,704,046.000
13	B1	24	Target 1	14,485,525.000	14,338,560.000
13	B1	25	Target 1	16,528,728.000	16,381,641.000
13	B1	26	Target 1	18,031,580.000	17,884,372.000
13	B1	27	Target 1	19,134,018.000	18,986,688.000
13	B1	28	Target 1	19,946,654.000	19,799,204.000
13	B1	29	Target 1	20,581,588.000	20,434,016.000
13	B1	30	Target 1	21,069,008.000	20,921,314.000
13	B1	31	Target 1	21,448,944.000	21,301,130.000
13	B1	32	Target 1	21,735,854.000	21,587,918.000
13	B1	33	Target 1	21,965,992.000	21,817,934.000
13	B1	34	Target 1	22,137,412.000	21,989,234.000
13	B1	35	Target 1	22,256,786.000	22,108,486.000
13	B1	36	Target 1	22,345,102.000	22,196,680.000
13	B1	37	Target 1	22,381,306.000	22,232,764.000
13	B1	38	Target 1	22,401,830.000	22,253,166.000
13	B1	39	Target 1	22,405,910.000	22,257,124.000
13	B1	40	Target 1	22,408,026.000	22,259,120.000
14	B2	1	Target 1	127,201.578	1,484.972
14	B2	2	Target 1	126,593.867	951.296
14	B2	3	Target 1	126,228.938	660.402
14	B2	4	Target 1	126,045.016	550.516
14	B2	5	Target 1	124,651.938	-768.527
14	B2	6	Target 1	124,122.445	-1,223.984
14	B2	7	Target 1	124,521.867	-750.526
14	B2	8	Target 1	126,730.477	1,532.119
14	B2	9	Target 1	130,000.695	4,876.373
14	B2	10	Target 1	137,113.531	12,063.244
14	B2	11	Target 1	149,897.594	24,921.342
14	B2	12	Target 1	176,990.469	52,088.254
14	B2	13	Target 1	230,064.156	105,235.977
14	B2	14	Target 1	329,005.594	204,251.453
14	B2	15	Target 1	519,471.812	394,791.688
14	B2	16	Target 1	876,421.625	751,815.562
14	B2	17	Target 1	1,528,288.750	1,403,756.750
14	B2	18	Target 1	2,661,130.250	2,536,672.250
14	B2	19	Target 1	4,472,358.000	4,347,974.000
14	B2	20	Target 1	7,034,519.500	6,910,209.500
14	B2	21	Target 1	10,055,670.000	9,931,434.000
14	B2	22	Target 1	12,989,606.000	12,865,444.000
14	B2	23	Target 1	15,424,521.000	15,300,433.000
14	B2	24	Target 1	17,264,654.000	17,140,640.000
14	B2	25	Target 1	18,593,900.000	18,469,960.000
14	B2	26	Target 1	19,593,608.000	19,469,742.000
14	B2	27	Target 1	20,358,744.000	20,234,952.000
14	B2	28	Target 1	20,940,448.000	20,816,730.000
14	B2	29	Target 1	21,398,310.000	21,274,666.000
14	B2	30	Target 1	21,757,816.000	21,634,246.000
14	B2	31	Target 1	22,031,364.000	21,907,868.000
14	B2	32	Target 1	22,231,610.000	22,108,188.000
14	B2	33	Target 1	22,397,920.000	22,274,572.000
14	B2	34	Target 1	22,506,804.000	22,383,530.000
14	B2	35	Target 1	22,573,498.000	22,450,298.000
14	B2	36	Target 1	22,628,886.000	22,505,760.000
14	B2	37	Target 1	22,650,204.000	22,527,152.000
14	B2	38	Target 1	22,630,544.000	22,507,566.000
14	B2	39	Target 1	22,598,884.000	22,475,980.000
14	B2	40	Target 1	22,579,898.000	22,457,068.000
15	B3	1	Target 1	137,812.359	3,959.178
15	B3	2	Target 1	137,316.078	3,022.837
15	B3	3	Target 1	136,233.047	1,499.746
15	B3	4	Target 1	135,203.062	29.702
15	B3	5	Target 1	134,943.438	-669.983
15	B3	6	Target 1	134,861.859	-1,191.620
15	B3	7	Target 1	135,144.266	-1,349.274
15	B3	8	Target 1	136,739.953	-193.646
15	B3	9	Target 1	139,248.734	1,875.075
15	B3	10	Target 1	143,843.672	6,029.953
15	B3	11	Target 1	152,806.625	14,552.847
15	B3	12	Target 1	171,288.172	32,594.334
15	B3	13	Target 1	208,369.625	69,235.727
15	B3	14	Target 1	277,481.188	137,907.234
15	B3	15	Target 1	410,868.094	270,854.062
15	B3	16	Target 1	664,028.125	523,574.062
15	B3	17	Target 1	1,136,917.000	996,022.875
15	B3	18	Target 1	1,993,610.625	1,852,276.375
15	B3	19	Target 1	3,462,579.250	3,320,805.000
15	B3	20	Target 1	5,756,593.500	5,614,379.000
15	B3	21	Target 1	8,874,256.000	8,731,602.000
15	B3	22	Target 1	12,314,549.000	12,171,455.000
15	B3	23	Target 1	15,276,409.000	15,132,875.000
15	B3	24	Target 1	17,146,820.000	17,002,846.000
15	B3	25	Target 1	18,022,860.000	17,878,446.000
15	B3	26	Target 1	18,424,720.000	18,279,866.000
15	B3	27	Target 1	18,711,248.000	18,565,954.000
15	B3	28	Target 1	18,996,508.000	18,850,774.000
15	B3	29	Target 1	19,252,714.000	19,106,540.000
15	B3	30	Target 1	19,433,188.000	19,286,574.000
15	B3	31	Target 1	19,547,316.000	19,400,262.000
15	B3	32	Target 1	19,637,066.000	19,489,570.000
15	B3	33	Target 1	19,694,428.000	19,546,492.000
15	B3	34	Target 1	19,721,416.000	19,573,040.000
15	B3	35	Target 1	19,737,264.000	19,588,448.000
15	B3	36	Target 1	19,728,986.000	19,579,730.000
15	B3	37	Target 1	19,718,260.000	19,568,564.000
15	B3	38	Target 1	19,687,502.000	19,537,366.000
15	B3	39	Target 1	19,668,796.000	19,518,220.000
15	B3	40	Target 1	19,665,660.000	19,514,644.000
16	B4	1	Target 1	137,954.578	4,221.462
16	B4	2	Target 1	137,614.328	2,652.794
16	B4	3	Target 1	137,293.359	1,103.406
16	B4	4	Target 1	137,416.969	-1.403
16	B4	5	Target 1	138,079.000	-567.791
16	B4	6	Target 1	138,458.328	-1,416.881
16	B4	7	Target 1	140,129.344	-974.284
16	B4	8	Target 1	144,189.000	1,856.953
16	B4	9	Target 1	151,551.172	7,990.706
16	B4	10	Target 1	165,031.672	20,242.787
16	B4	11	Target 1	191,205.250	45,187.945
16	B4	12	Target 1	240,767.281	93,521.562
16	B4	13	Target 1	336,350.312	187,876.172
16	B4	14	Target 1	518,969.281	369,266.719
16	B4	15	Target 1	863,641.125	712,710.125
16	B4	16	Target 1	1,500,582.500	1,348,423.125
16	B4	17	Target 1	2,627,222.250	2,473,834.500
16	B4	18	Target 1	4,487,752.500	4,333,136.500
16	B4	19	Target 1	7,226,866.000	7,071,021.500
16	B4	20	Target 1	10,609,606.000	10,452,533.000
16	B4	21	Target 1	13,979,195.000	13,820,894.000
16	B4	22	Target 1	16,572,364.000	16,412,834.000
16	B4	23	Target 1	18,100,300.000	17,939,542.000
16	B4	24	Target 1	18,887,988.000	18,726,002.000
16	B4	25	Target 1	19,386,334.000	19,223,118.000
16	B4	26	Target 1	19,803,654.000	19,639,210.000
16	B4	27	Target 1	20,175,566.000	20,009,894.000
16	B4	28	Target 1	20,479,788.000	20,312,888.000
16	B4	29	Target 1	20,731,926.000	20,563,798.000
16	B4	30	Target 1	20,896,988.000	20,727,630.000
16	B4	31	Target 1	21,007,970.000	20,837,384.000
16	B4	32	Target 1	21,083,320.000	20,911,506.000
16	B4	33	Target 1	21,121,198.000	20,948,156.000
16	B4	34	Target 1	21,145,424.000	20,971,154.000
16	B4	35	Target 1	21,143,380.000	20,967,880.000
16	B4	36	Target 1	21,127,060.000	20,950,332.000
16	B4	37	Target 1	21,107,964.000	20,930,008.000
16	B4	38	Target 1	21,086,546.000	20,907,362.000
16	B4	39	Target 1	21,068,498.000	20,888,084.000
16	B4	40	Target 1	21,057,156.000	20,875,514.000
17	B5	1	Target 1	145,732.375	2,760.016
17	B5	2	Target 1	145,427.797	2,091.794
17	B5	3	Target 1	144,777.609	1,077.962
17	B5	4	Target 1	144,316.078	252.787
17	B5	5	Target 1	143,333.812	-1,093.123
17	B5	6	Target 1	143,396.297	-1,394.283
17	B5	7	Target 1	144,821.203	-333.021
17	B5	8	Target 1	147,007.547	1,489.679
17	B5	9	Target 1	152,821.984	6,940.472
17	B5	10	Target 1	162,322.562	16,077.406
17	B5	11	Target 1	182,204.234	35,595.434
17	B5	12	Target 1	222,930.750	75,958.305
17	B5	13	Target 1	299,295.469	151,959.375
17	B5	14	Target 1	445,802.594	298,102.875
17	B5	15	Target 1	722,991.688	574,928.312
17	B5	16	Target 1	1,238,216.750	1,089,789.750
17	B5	17	Target 1	2,166,247.750	2,017,457.125
17	B5	18	Target 1	3,741,611.000	3,592,456.750
17	B5	19	Target 1	6,178,926.000	6,029,408.000
17	B5	20	Target 1	9,412,497.000	9,262,615.000
17	B5	21	Target 1	12,891,839.000	12,741,594.000
17	B5	22	Target 1	15,843,515.000	15,692,906.000
17	B5	23	Target 1	17,759,978.000	17,609,006.000
17	B5	24	Target 1	18,739,624.000	18,588,288.000
17	B5	25	Target 1	19,244,314.000	19,092,614.000
17	B5	26	Target 1	19,636,574.000	19,484,510.000
17	B5	27	Target 1	19,984,522.000	19,832,094.000
17	B5	28	Target 1	20,263,416.000	20,110,626.000
17	B5	29	Target 1	20,501,680.000	20,348,526.000
17	B5	30	Target 1	20,659,458.000	20,505,940.000
17	B5	31	Target 1	20,759,696.000	20,605,814.000
17	B5	32	Target 1	20,845,260.000	20,691,014.000
17	B5	33	Target 1	20,882,606.000	20,727,998.000
17	B5	34	Target 1	20,904,352.000	20,749,380.000
17	B5	35	Target 1	20,902,908.000	20,747,572.000
17	B5	36	Target 1	20,896,554.000	20,740,854.000
17	B5	37	Target 1	20,923,986.000	20,767,922.000
17	B5	38	Target 1	20,946,610.000	20,790,182.000
17	B5	39	Target 1	20,954,106.000	20,797,316.000
17	B5	40	Target 1	20,961,732.000	20,804,578.000
18	B6	1	Target 1	196,189.234	2,102.718
18	B6	2	Target 1	195,391.422	1,903.580
18	B6	3	Target 1	194,231.391	1,342.224
18	B6	4	Target 1	192,889.203	598.711
18	B6	5	Target 1	190,805.391	-886.427
18	B6	6	Target 1	189,517.578	-1,575.565
18	B6	7	Target 1	189,270.547	-1,223.921
18	B6	8	Target 1	189,569.141	-326.653
18	B6	9	Target 1	191,368.750	2,071.631
18	B6	10	Target 1	194,862.906	6,164.462
18	B6	11	Target 1	201,965.562	13,865.793
18	B6	12	Target 1	218,505.969	31,004.873
18	B6	13	Target 1	250,290.828	63,388.406
18	B6	14	Target 1	312,277.188	125,973.445
18	B6	15	Target 1	430,680.875	244,975.797
18	B6	16	Target 1	656,616.000	471,509.594
18	B6	17	Target 1	1,079,297.875	894,790.125
18	B6	18	Target 1	1,848,079.250	1,664,170.250
18	B6	19	Target 1	3,171,870.500	2,988,560.250
18	B6	20	Target 1	5,256,133.500	5,073,422.000
18	B6	21	Target 1	8,117,855.500	7,935,742.500
18	B6	22	Target 1	11,310,388.000	11,128,874.000
18	B6	23	Target 1	14,082,444.000	13,901,528.000
18	B6	24	Target 1	15,854,822.000	15,674,505.000
18	B6	25	Target 1	16,643,827.000	16,464,109.000
18	B6	26	Target 1	16,950,028.000	16,770,908.000
18	B6	27	Target 1	17,155,374.000	16,976,854.000
18	B6	28	Target 1	17,363,130.000	17,185,208.000
18	B6	29	Target 1	17,554,680.000	17,377,356.000
18	B6	30	Target 1	17,694,334.000	17,517,610.000
18	B6	31	Target 1	17,800,818.000	17,624,692.000
18	B6	32	Target 1	17,884,322.000	17,708,794.000
18	B6	33	Target 1	17,919,622.000	17,744,694.000
18	B6	34	Target 1	17,950,898.000	17,776,568.000
18	B6	35	Target 1	17,958,566.000	17,784,834.000
18	B6	36	Target 1	17,958,222.000	17,785,090.000
18	B6	37	Target 1	17,960,384.000	17,787,850.000
18	B6	38	Target 1	17,954,732.000	17,782,796.000
18	B6	39	Target 1	17,947,122.000	17,775,786.000
18	B6	40	Target 1	17,942,310.000	17,771,572.000
19	B7	1	Target 1	140,416.844	3,188.065
19	B7	2	Target 1	140,065.109	2,310.178
19	B7	3	Target 1	139,729.188	1,448.104
19	B7	4	Target 1	139,240.844	433.608
19	B7	5	Target 1	138,291.969	-1,041.419
19	B7	6	Target 1	138,258.016	-1,601.525
19	B7	7	Target 1	139,357.422	-1,028.271
19	B7	8	Target 1	141,081.969	170.124
19	B7	9	Target 1	143,057.375	1,619.378
19	B7	10	Target 1	148,835.516	6,871.366
19	B7	11	Target 1	160,357.281	17,866.979
19	B7	12	Target 1	182,819.469	39,803.016
19	B7	13	Target 1	226,140.891	82,598.281
19	B7	14	Target 1	309,495.969	165,427.203
19	B7	15	Target 1	469,612.875	325,017.969
19	B7	16	Target 1	771,634.000	626,512.938
19	B7	17	Target 1	1,332,455.750	1,186,808.500
19	B7	18	Target 1	2,335,795.500	2,189,622.250
19	B7	19	Target 1	4,020,793.000	3,874,093.500
19	B7	20	Target 1	6,591,089.500	6,443,864.000
19	B7	21	Target 1	9,931,671.000	9,783,919.000
19	B7	22	Target 1	13,511,270.000	13,362,992.000
19	B7	23	Target 1	16,582,671.000	16,433,867.000
19	B7	24	Target 1	18,708,232.000	18,558,902.000
19	B7	25	Target 1	20,002,650.000	19,852,794.000
19	B7	26	Target 1	20,808,548.000	20,658,166.000
19	B7	27	Target 1	21,394,594.000	21,243,686.000
19	B7	28	Target 1	21,864,762.000	21,713,328.000
19	B7	29	Target 1	22,248,610.000	22,096,648.000
19	B7	30	Target 1	22,535,830.000	22,383,342.000
19	B7	31	Target 1	22,754,768.000	22,601,754.000
19	B7	32	Target 1	22,911,134.000	22,757,594.000
19	B7	33	Target 1	23,010,734.000	22,856,668.000
19	B7	34	Target 1	23,050,232.000	22,895,640.000
19	B7	35	Target 1	23,063,502.000	22,908,384.000
19	B7	36	Target 1	23,071,152.000	22,915,508.000
19	B7	37	Target 1	23,063,394.000	22,907,224.000
19	B7	38	Target 1	23,046,130.000	22,889,434.000
19	B7	39	Target 1	23,023,284.000	22,866,062.000
19	B7	40	Target 1	23,006,006.000	22,848,258.000
20	B8	1	Target 1	236,550.891	4,533.903
20	B8	2	Target 1	235,648.891	3,179.952
20	B8	3	Target 1	233,634.781	713.891
20	B8	4	Target 1	233,184.344	-188.498
20	B8	5	Target 1	233,110.188	-714.606
20	B8	6	Target 1	233,415.891	-860.855
20	B8	7	Target 1	235,778.766	1,050.069
20	B8	8	Target 1	242,685.469	7,504.820
20	B8	9	Target 1	258,251.578	22,618.979
20	B8	10	Target 1	290,613.719	54,529.168
20	B8	11	Target 1	352,822.219	116,285.719
20	B8	12	Target 1	473,217.469	236,229.016
20	B8	13	Target 1	703,489.000	466,048.594
20	B8	14	Target 1	1,135,006.625	897,114.250
20	B8	15	Target 1	1,922,773.750	1,684,429.500
20	B8	16	Target 1	3,287,486.500	3,048,690.250
20	B8	17	Target 1	5,479,021.500	5,239,773.500
20	B8	18	Target 1	8,560,404.000	8,320,704.000
20	B8	19	Target 1	12,132,327.000	11,892,175.000
20	B8	20	Target 1	15,416,948.000	15,176,344.000
20	B8	21	Target 1	17,702,586.000	17,461,530.000
20	B8	22	Target 1	18,911,110.000	18,669,602.000
20	B8	23	Target 1	19,509,392.000	19,267,432.000
20	B8	24	Target 1	19,931,258.000	19,688,846.000
20	B8	25	Target 1	20,317,248.000	20,074,384.000
20	B8	26	Target 1	20,676,200.000	20,432,884.000
20	B8	27	Target 1	20,941,462.000	20,697,694.000
20	B8	28	Target 1	21,131,348.000	20,887,128.000
20	B8	29	Target 1	21,278,296.000	21,033,624.000
20	B8	30	Target 1	21,373,238.000	21,128,114.000
20	B8	31	Target 1	21,424,158.000	21,178,582.000
20	B8	32	Target 1	21,455,852.000	21,209,824.000
20	B8	33	Target 1	21,456,710.000	21,210,230.000
20	B8	34	Target 1	21,441,340.000	21,194,408.000
20	B8	35	Target 1	21,423,998.000	21,176,614.000
20	B8	36	Target 1	21,396,352.000	21,148,516.000
20	B8	37	Target 1	21,357,426.000	21,109,138.000
20	B8	38	Target 1	21,331,964.000	21,083,224.000
20	B8	39	Target 1	21,304,246.000	21,055,054.000
20	B8	40	Target 1	21,286,314.000	21,036,670.000
21	B9	1			
21	B9	2			
21	B9	3			
21	B9	4			
21	B9	5			
21	B9	6			
21	B9	7			
21	B9	8			
21	B9	9			
21	B9	10			
21	B9	11			
21	B9	12			
21	B9	13			
21	B9	14			
21	B9	15			
21	B9	16			
21	B9	17			
21	B9	18			
21	B9	19			
21	B9	20			
21	B9	21			
21	B9	22			
21	B9	23			
21	B9	24			
21	B9	25			
21	B9	26			
21	B9	27			
21	B9	28			
21	B9	29			
21	B9	30			
21	B9	31			
21	B9	32			
21	B9	33			
21	B9	34			
21	B9	35			
21	B9	36			
21	B9	37			
21	B9	38			
21	B9	39			
21	B9	40			
22	B10	1			
22	B10	2			
22	B10	3			
22	B10	4			
22	B10	5			
22	B10	6			
22	B10	7			
22	B10	8			
22	B10	9			
22	B10	10			
22	B10	11			
22	B10	12			
22	B10	13			
22	B10	14			
22	B10	15			
22	B10	16			
22	B10	17			
22	B10	18			
22	B10	19			
22	B10	20			
22	B10	21			
22	B10	22			
22	B10	23			
22	B10	24			
22	B10	25			
22	B10	26			
22	B10	27			
22	B10	28			
22	B10	29			
22	B10	30			
22	B10	31			
22	B10	32			
22	B10	33			
22	B10	34			
22	B10	35			
22	B10	36			
22	B10	37			
22	B10	38			
22	B10	39			
22	B10	40			
23	B11	1			
23	B11	2			
23	B11	3			
23	B11	4			
23	B11	5			
23	B11	6			
23	B11	7			
23	B11	8			
23	B11	9			
23	B11	10			
23	B11	11			
23	B11	12			
23	B11	13			
23	B11	14			
23	B11	15			
23	B11	16			
23	B11	17			
23	B11	18			
23	B11	19			
23	B11	20			
23	B11	21			
23	B11	22			
23	B11	23			
23	B11	24			
23	B11	25			
23	B11	26			
23	B11	27			
23	B11	28			
23	B11	29			
23	B11	30			
23	B11	31			
23	B11	32			
23	B11	33			
23	B11	34			
23	B11	35			
23	B11	36			
23	B11	37			
23	B11	38			
23	B11	39			
23	B11	40			
24	B12	1			
24	B12	2			
24	B12	3			
24	B12	4			
24	B12	5			
24	B12	6			
24	B12	7			
24	B12	8			
24	B12	9			
24	B12	10			
24	B12	11			
24	B12	12			
24	B12	13			
24	B12	14			
24	B12	15			
24	B12	16			
24	B12	17			
24	B12	18			
24	B12	19			
24	B12	20			
24	B12	21			
24	B12	22			
24	B12	23			
24	B12	24			
24	B12	25			
24	B12	26			
24	B12	27			
24	B12	28			
24	B12	29			
24	B12	30			
24	B12	31			
24	B12	32			
24	B12	33			
24	B12	34			
24	B12	35			
24	B12	36			
24	B12	37			
24	B12	38			
24	B12	39			
24	B12	40			
25	C1	1	Target 1	113,045.047	-597.482
25	C1	2	Target 1	112,967.680	-291.653
25	C1	3	Target 1	112,939.734	63.598
25	C1	4	Target 1	113,134.820	641.879
25	C1	5	Target 1	112,012.305	-97.440
25	C1	6	Target 1	111,439.633	-286.916
25	C1	7	Target 1	110,690.742	-652.611
25	C1	8	Target 1	110,543.742	-416.415
25	C1	9	Target 1	110,706.031	129.070
25	C1	10	Target 1	110,812.602	618.836
25	C1	11	Target 1	110,779.625	969.055
25	C1	12	Target 1	111,436.477	2,009.103
25	C1	13	Target 1	114,991.047	5,946.869
25	C1	14	Target 1	120,432.750	11,771.768
25	C1	15	Target 1	131,975.688	23,697.900
25	C1	16	Target 1	153,876.594	45,982.004
25	C1	17	Target 1	196,322.312	88,810.922
25	C1	18	Target 1	276,924.062	169,795.859
25	C1	19	Target 1	430,448.906	323,703.906
25	C1	20	Target 1	719,433.938	613,072.125
25	C1	21	Target 1	1,251,698.125	1,145,719.500
25	C1	22	Target 1	2,193,942.250	2,088,346.875
25	C1	23	Target 1	3,755,563.500	3,650,351.250
25	C1	24	Target 1	6,076,342.000	5,971,513.000
25	C1	25	Target 1	9,027,683.000	8,923,237.000
25	C1	26	Target 1	12,101,694.000	11,997,631.000
25	C1	27	Target 1	14,756,664.000	14,652,985.000
25	C1	28	Target 1	16,791,108.000	16,687,812.000
25	C1	29	Target 1	18,276,250.000	18,173,336.000
25	C1	30	Target 1	19,353,324.000	19,250,794.000
25	C1	31	Target 1	20,154,796.000	20,052,650.000
25	C1	32	Target 1	20,752,546.000	20,650,782.000
25	C1	33	Target 1	21,207,690.000	21,106,310.000
25	C1	34	Target 1	21,546,578.000	21,445,580.000
25	C1	35	Target 1	21,821,790.000	21,721,176.000
25	C1	36	Target 1	22,025,210.000	21,924,980.000
25	C1	37	Target 1	22,168,190.000	22,068,342.000
25	C1	38	Target 1	22,289,866.000	22,190,402.000
25	C1	39	Target 1	22,358,262.000	22,259,180.000
25	C1	40	Target 1	22,386,148.000	22,287,450.000
26	C2	1	Target 1	122,563.203	-373.593
26	C2	2	Target 1	122,491.984	-314.889
26	C2	3	Target 1	122,201.867	-475.084
26	C2	4	Target 1	122,201.703	-345.325
26	C2	5	Target 1	122,710.969	293.863
26	C2	6	Target 1	122,812.430	525.247
26	C2	7	Target 1	122,811.008	653.747
26	C2	8	Target 1	122,182.516	155.178
26	C2	9	Target 1	121,453.055	-444.360
26	C2	10	Target 1	121,404.227	-363.266
26	C2	11	Target 1	122,365.000	727.431
26	C2	12	Target 1	125,298.664	3,791.017
26	C2	13	Target 1	129,951.734	8,574.011
26	C2	14	Target 1	139,642.672	18,394.871
26	C2	15	Target 1	157,106.562	35,988.684
26	C2	16	Target 1	191,712.000	70,724.047
26	C2	17	Target 1	258,864.172	138,006.141
26	C2	18	Target 1	384,158.719	263,430.594
26	C2	19	Target 1	622,396.812	501,798.625
26	C2	20	Target 1	1,064,864.500	944,396.250
26	C2	21	Target 1	1,862,089.250	1,741,750.875
26	C2	22	Target 1	3,219,377.500	3,099,169.000
26	C2	23	Target 1	5,320,828.000	5,200,749.500
26	C2	24	Target 1	8,155,335.000	8,035,386.500
26	C2	25	Target 1	11,323,879.000	11,204,060.000
26	C2	26	Target 1	14,252,550.000	14,132,861.000
26	C2	27	Target 1	16,565,159.000	16,445,600.000
26	C2	28	Target 1	18,266,342.000	18,146,914.000
26	C2	29	Target 1	19,507,260.000	19,387,962.000
26	C2	30	Target 1	20,422,024.000	20,302,854.000
26	C2	31	Target 1	21,108,944.000	20,989,904.000
26	C2	32	Target 1	21,626,006.000	21,507,096.000
26	C2	33	Target 1	22,028,756.000	21,909,976.000
26	C2	34	Target 1	22,337,590.000	22,218,940.000
26	C2	35	Target 1	22,584,166.000	22,465,646.000
26	C2	36	Target 1	22,772,636.000	22,654,246.000
26	C2	37	Target 1	22,896,564.000	22,778,304.000
26	C2	38	Target 1	22,996,144.000	22,878,014.000
26	C2	39	Target 1	23,061,824.000	22,943,824.000
26	C2	40	Target 1	23,089,250.000	22,971,380.000
27	C3	1	Target 1	138,295.000	2,201.886
27	C3	2	Target 1	137,988.391	1,582.473
27	C3	3	Target 1	137,580.141	861.419
27	C3	4	Target 1	136,842.562	-188.963
27	C3	5	Target 1	136,589.781	-754.549
27	C3	6	Target 1	136,897.156	-759.978
27	C3	7	Target 1	138,202.297	232.359
27	C3	8	Target 1	138,892.453	609.711
27	C3	9	Target 1	141,821.625	3,226.079
27	C3	10	Target 1	148,476.062	9,567.713
27	C3	11	Target 1	161,000.781	21,779.627
27	C3	12	Target 1	183,866.734	44,332.777
27	C3	13	Target 1	228,119.328	88,272.562
27	C3	14	Target 1	312,912.656	172,753.094
27	C3	15	Target 1	474,534.438	334,062.062
27	C3	16	Target 1	782,257.688	641,472.500
27	C3	17	Target 1	1,349,611.125	1,208,513.125
27	C3	18	Target 1	2,360,560.500	2,219,149.750
27	C3	19	Target 1	4,045,699.750	3,903,976.250
27	C3	20	Target 1	6,571,532.000	6,429,495.500
27	C3	21	Target 1	9,782,850.000	9,640,501.000
27	C3	22	Target 1	13,071,649.000	12,928,987.000
27	C3	23	Target 1	15,630,896.000	15,487,921.000
27	C3	24	Target 1	17,086,784.000	16,943,496.000
27	C3	25	Target 1	17,733,272.000	17,589,672.000
27	C3	26	Target 1	18,085,942.000	17,942,028.000
27	C3	27	Target 1	18,378,014.000	18,233,788.000
27	C3	28	Target 1	18,643,186.000	18,498,648.000
27	C3	29	Target 1	18,866,748.000	18,721,896.000
27	C3	30	Target 1	19,028,696.000	18,883,532.000
27	C3	31	Target 1	19,137,332.000	18,991,854.000
27	C3	32	Target 1	19,203,906.000	19,058,116.000
27	C3	33	Target 1	19,258,786.000	19,112,684.000
27	C3	34	Target 1	19,272,886.000	19,126,470.000
