* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = Yes
* Calibration Background performed on = 04-20-2016
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 04-21-2016
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 04-20-2016
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 04-21-2016
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 04-21-2016
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 04-20-2016
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 04-20-2016
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 04-21-2016
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 04-20-2016
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 04-20-2016
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 04-20-2016
* Chemistry = TAQMAN
* Date Created = 2017-01-02 19:00:17 PM EST
* Experiment Barcode = 
* Experiment Comment = NA
* Experiment File Name = \\vmware-host\Shared Folders\Desktop\mix_qpcr_data\ERCC3_8_20161206.eds
* Experiment Name = ERCC3_8_20161206
* Experiment Run End Time = 2016-12-06 14:12:41 PM EST
* Experiment Type = Standard Curve
* Instrument Name =       272310160
* Instrument Serial Number = 272310160
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Multicomponent Data]
Well	Well Position	Cycle	ROX	FAM
5	      A5	3	565,741.688	765,697.375
6	      A6	3	590,557.250	791,142.938
7	      A7	3	588,710.750	595,744.500
8	      A8	3	583,334.812	588,498.312
9	      A9	3	597,123.500	613,084.250
10	      A10	3	564,587.562	593,838.000
11	      A11	3	555,713.188	611,764.062
12	      A12	3	509,044.969	590,879.625
13	      B1	3	465,153.219	658,043.500
14	      B2	3	466,050.844	624,913.188
15	      B3	3	524,997.500	705,607.188
16	      B4	3	565,197.500	750,921.500
17	      B5	3	582,254.688	767,056.625
18	      B6	3	590,129.812	767,527.188
19	      B7	3	598,698.438	584,247.438
20	      B8	3	576,561.250	553,735.250
21	      B9	3	598,722.312	583,685.125
22	      B10	3	578,784.000	590,176.812
23	      B11	3	543,450.375	570,173.625
24	      B12	3	510,781.875	541,160.750
25	      C1	3	470,624.094	652,127.875
26	      C2	3	520,331.062	717,132.375
27	      C3	3	532,507.375	700,417.625
28	      C4	3	578,816.375	758,304.125
29	      C5	3	620,057.750	801,921.000
30	      C6	3	598,146.312	766,050.375
31	      C7	3	607,246.312	586,131.000
32	      C8	3	639,697.188	620,010.875
33	      C9	3	625,090.500	608,956.688
34	      C10	3	602,355.125	604,210.125
35	      C11	3	575,366.500	592,624.625
36	      C12	3	542,739.000	583,757.375
37	      D1	3	466,132.688	635,892.125
38	      D2	3	480,237.406	649,078.500
39	      D3	3	506,729.000	670,110.500
40	      D4	3	560,890.562	732,251.125
41	      D5	3	589,740.000	758,918.812
42	      D6	3	618,116.688	783,854.625
43	      D7	3	624,441.625	598,144.250
44	      D8	3	622,933.688	604,616.625
45	      D9	3	599,907.562	603,165.250
46	      D10	3	597,899.812	594,880.625
47	      D11	3	570,570.688	586,237.188
48	      D12	3	528,078.188	560,329.312
49	      E1	3	469,639.469	652,450.938
50	      E2	3	508,323.125	685,575.562
51	      E3	3	557,115.812	742,842.438
52	      E4	3	565,551.438	730,720.250
53	      E5	3	585,410.625	755,677.812
54	      E6	3	612,946.250	775,484.375
55	      E7	3	594,033.375	572,276.812
56	      E8	3	604,963.438	581,070.750
57	      E9	3	622,240.688	611,272.500
58	      E10	3	604,419.438	603,362.938
59	      E11	3	562,105.000	581,066.875
60	      E12	3	526,418.250	551,131.438
61	      F1	3	448,387.000	634,127.438
62	      F2	3	461,667.438	627,934.688
63	      F3	3	517,745.281	688,001.188
64	      F4	3	533,545.375	718,166.875
65	      F5	3	564,090.375	733,222.625
66	      F6	3	595,069.812	757,835.812
67	      F7	3	581,986.375	559,197.188
68	      F8	3	567,382.750	551,326.062
69	      F9	3	585,599.062	581,906.312
70	      F10	3	547,720.688	558,518.688
71	      F11	3	527,316.500	542,187.500
72	      F12	3	502,234.469	528,037.625
73	      G1	3	430,495.250	607,505.250
74	      G2	3	474,475.969	645,209.188
75	      G3	3	493,188.562	654,485.500
76	      G4	3	525,729.500	701,664.625
77	      G5	3	546,278.125	713,659.438
78	      G6	3	548,622.188	712,744.625
79	      G7	3	539,190.938	526,065.812
80	      G8	3	552,678.375	543,172.500
81	      G9	3	535,950.125	539,911.000
82	      G10	3	555,493.000	575,783.562
83	      G11	3	502,851.969	523,911.750
84	      G12	3	466,591.656	498,555.406
85	      H1	3	394,700.375	583,518.438
86	      H2	3	427,552.031	594,569.625
87	      H3	3	456,543.312	617,208.438
88	      H4	3	477,931.250	652,597.750
89	      H5	3	508,756.688	686,200.375
90	      H6	3	496,666.969	662,151.625
91	      H7	3	499,988.000	499,276.219
92	      H8	3	530,993.750	534,282.750
93	      H9	3	503,256.500	509,545.938
94	      H10	3	493,435.125	520,981.719
95	      H11	3	456,277.938	493,167.281
96	      H12	3	438,690.312	474,865.594
1	      A1	4	466,967.312	689,508.438
2	      A2	4	487,128.406	677,069.875
3	      A3	4	509,877.625	711,664.500
4	      A4	4	552,899.312	766,456.312
5	      A5	4	565,638.875	769,930.062
6	      A6	4	591,671.250	795,946.438
7	      A7	4	589,511.062	599,594.375
8	      A8	4	584,282.062	593,774.375
9	      A9	4	597,614.875	617,289.750
10	      A10	4	564,780.688	596,441.562
11	      A11	4	554,038.000	616,374.562
12	      A12	4	505,999.188	590,477.438
13	      B1	4	455,634.938	647,580.312
14	      B2	4	466,781.656	626,985.812
15	      B3	4	522,860.406	704,019.688
16	      B4	4	565,765.438	754,589.375
17	      B5	4	582,736.062	769,918.562
18	      B6	4	591,588.938	772,142.438
19	      B7	4	599,549.688	587,483.375
20	      B8	4	577,012.812	555,906.812
21	      B9	4	600,250.750	587,261.562
22	      B10	4	578,548.750	591,096.500
23	      B11	4	541,543.312	569,277.062
24	      B12	4	509,818.938	543,103.250
25	      C1	4	470,719.312	653,551.688
26	      C2	4	518,075.250	715,317.750
27	      C3	4	533,357.312	704,928.375
28	      C4	4	581,325.062	765,112.000
29	      C5	4	619,679.500	804,749.125
30	      C6	4	599,888.250	771,510.312
31	      C7	4	608,096.812	589,442.438
32	      C8	4	640,565.562	623,237.125
33	      C9	4	626,430.125	611,583.938
34	      C10	4	603,663.125	608,265.625
35	      C11	4	575,717.375	594,928.875
36	      C12	4	541,219.812	584,978.938
37	      D1	4	467,775.625	638,967.000
38	      D2	4	481,484.188	654,765.125
39	      D3	4	508,361.594	675,580.438
40	      D4	4	559,209.000	731,479.000
41	      D5	4	581,369.562	751,656.562
42	      D6	4	609,041.812	774,743.125
43	      D7	4	624,838.312	600,284.688
44	      D8	4	624,706.562	609,002.250
45	      D9	4	602,034.625	606,576.500
46	      D10	4	599,439.562	598,813.938
47	      D11	4	571,658.125	589,810.125
48	      D12	4	527,851.812	560,694.188
49	      E1	4	469,368.969	654,566.125
50	      E2	4	509,138.031	688,172.938
51	      E3	4	558,435.562	747,412.438
52	      E4	4	567,368.875	734,778.312
53	      E5	4	586,977.188	761,188.375
54	      E6	4	614,590.688	780,133.125
55	      E7	4	594,262.625	574,355.938
56	      E8	4	605,816.688	583,667.188
57	      E9	4	623,723.562	614,970.000
58	      E10	4	606,095.562	606,438.750
59	      E11	4	563,915.875	583,905.375
60	      E12	4	525,138.875	551,558.875
61	      F1	4	447,613.344	634,139.250
62	      F2	4	460,199.250	626,877.125
63	      F3	4	518,515.531	690,567.688
64	      F4	4	531,531.000	720,182.938
65	      F5	4	565,465.000	740,991.625
66	      F6	4	595,134.688	762,643.875
67	      F7	4	583,281.188	562,629.500
68	      F8	4	568,622.375	555,230.562
69	      F9	4	586,423.375	585,111.250
70	      F10	4	548,430.375	561,448.750
71	      F11	4	527,534.875	544,035.938
72	      F12	4	500,205.000	528,099.625
73	      G1	4	429,631.938	608,792.125
74	      G2	4	474,469.250	647,930.875
75	      G3	4	490,932.906	653,360.062
76	      G4	4	527,089.812	707,936.625
77	      G5	4	547,572.375	721,286.500
78	      G6	4	549,890.562	718,248.938
79	      G7	4	539,567.688	528,849.062
80	      G8	4	552,739.312	544,796.625
81	      G9	4	535,694.750	541,149.750
82	      G10	4	556,571.688	578,433.812
83	      G11	4	503,254.719	525,104.312
84	      G12	4	466,424.062	500,574.469
85	      H1	4	393,205.625	583,520.312
86	      H2	4	426,311.750	595,437.750
87	      H3	4	457,273.469	619,374.125
88	      H4	4	478,289.500	658,073.500
89	      H5	4	509,315.406	691,163.125
90	      H6	4	497,505.969	667,006.500
91	      H7	4	501,394.000	501,797.094
92	      H8	4	530,872.438	536,382.312
93	      H9	4	504,129.750	512,687.656
94	      H10	4	493,486.938	521,963.906
95	      H11	4	456,678.750	495,256.531
96	      H12	4	437,023.688	474,197.219
1	      A1	5	466,471.312	690,910.625
2	      A2	5	487,886.344	682,460.188
3	      A3	5	510,096.312	716,598.562
4	      A4	5	553,425.625	773,446.812
5	      A5	5	565,406.438	777,236.188
6	      A6	5	592,648.125	805,851.938
7	      A7	5	590,480.750	604,743.562
8	      A8	5	584,856.375	599,325.312
9	      A9	5	597,731.062	623,367.062
10	      A10	5	564,822.875	600,636.562
11	      A11	5	549,201.062	621,091.500
12	      A12	5	504,713.719	593,905.938
13	      B1	5	453,295.688	645,422.062
14	      B2	5	467,536.844	629,888.500
15	      B3	5	523,654.469	708,350.375
16	      B4	5	566,322.125	758,803.750
17	      B5	5	582,698.938	773,051.500
18	      B6	5	592,254.562	776,501.688
19	      B7	5	599,920.312	590,745.438
20	      B8	5	577,069.250	557,684.062
21	      B9	5	601,290.125	590,034.438
22	      B10	5	578,705.500	593,033.312
23	      B11	5	542,941.688	573,382.750
24	      B12	5	508,795.719	543,591.625
25	      C1	5	471,022.031	656,329.000
26	      C2	5	518,463.844	717,504.000
27	      C3	5	534,130.062	705,969.312
28	      C4	5	582,020.750	772,742.000
29	      C5	5	619,285.000	808,738.000
30	      C6	5	600,350.000	774,900.750
31	      C7	5	608,406.250	591,796.562
32	      C8	5	640,569.438	625,570.875
33	      C9	5	626,937.000	615,018.312
34	      C10	5	604,662.125	611,585.188
35	      C11	5	575,883.625	597,370.688
36	      C12	5	540,349.062	585,468.312
37	      D1	5	468,215.062	640,219.062
38	      D2	5	482,142.875	657,713.375
39	      D3	5	509,890.344	680,384.562
40	      D4	5	560,632.188	737,678.062
41	      D5	5	579,496.312	751,414.875
42	      D6	5	607,096.375	774,211.875
43	      D7	5	624,965.125	600,821.688
44	      D8	5	626,037.312	612,570.375
45	      D9	5	602,624.000	609,077.500
46	      D10	5	600,091.812	601,163.312
47	      D11	5	572,278.500	590,820.188
48	      D12	5	527,380.875	561,674.375
49	      E1	5	469,361.219	656,385.562
50	      E2	5	509,784.719	690,418.625
51	      E3	5	559,277.312	749,638.750
52	      E4	5	567,954.688	741,241.500
53	      E5	5	588,218.062	766,885.312
54	      E6	5	615,366.000	784,314.812
55	      E7	5	594,426.750	577,243.562
56	      E8	5	606,840.062	587,030.125
57	      E9	5	624,630.375	617,956.312
58	      E10	5	607,315.688	609,065.688
59	      E11	5	565,069.125	585,395.812
60	      E12	5	524,468.812	551,646.938
61	      F1	5	447,427.094	635,949.312
62	      F2	5	461,277.500	631,194.062
63	      F3	5	519,062.656	692,348.312
64	      F4	5	533,017.000	736,764.688
65	      F5	5	566,344.250	750,857.500
66	      F6	5	594,944.875	769,171.375
67	      F7	5	583,589.438	565,001.250
68	      F8	5	568,958.312	558,487.125
69	      F9	5	587,031.125	588,153.562
70	      F10	5	548,427.500	563,829.438
71	      F11	5	527,440.500	546,616.312
72	      F12	5	499,069.906	528,001.938
73	      G1	5	429,477.719	610,823.750
74	      G2	5	474,624.469	648,937.875
75	      G3	5	491,590.469	655,256.062
76	      G4	5	527,506.562	719,938.188
77	      G5	5	548,131.062	729,751.688
78	      G6	5	550,872.188	725,152.938
79	      G7	5	539,821.250	530,662.188
80	      G8	5	552,711.438	546,491.250
81	      G9	5	535,855.750	542,778.875
82	      G10	5	556,895.688	579,844.938
83	      G11	5	503,361.625	527,057.750
84	      G12	5	465,577.531	501,024.406
85	      H1	5	392,601.906	583,870.250
86	      H2	5	427,107.312	596,984.938
87	      H3	5	457,461.281	621,684.688
88	      H4	5	478,385.625	667,057.500
89	      H5	5	509,333.906	697,255.875
90	      H6	5	497,915.281	672,886.812
91	      H7	5	502,136.469	503,946.406
92	      H8	5	530,761.125	537,333.688
93	      H9	5	504,378.188	514,490.656
94	      H10	5	493,200.062	524,266.875
95	      H11	5	456,984.656	497,043.594
96	      H12	5	435,124.219	473,564.156
1	      A1	6	466,195.250	695,470.625
2	      A2	6	488,417.062	690,969.750
3	      A3	6	510,584.469	724,235.188
4	      A4	6	554,075.812	786,913.188
5	      A5	6	565,584.125	790,517.562
6	      A6	6	593,724.000	819,943.250
7	      A7	6	591,067.000	612,342.000
8	      A8	6	585,599.500	608,500.125
9	      A9	6	598,633.625	631,313.562
10	      A10	6	564,792.438	606,644.438
11	      A11	6	547,820.750	630,237.125
12	      A12	6	504,004.219	599,111.000
13	      B1	6	453,747.000	647,496.938
14	      B2	6	467,998.688	631,523.000
15	      B3	6	525,202.500	712,966.125
16	      B4	6	566,830.062	762,251.312
17	      B5	6	582,866.188	777,309.000
18	      B6	6	592,814.562	781,618.375
19	      B7	6	600,466.312	593,076.938
20	      B8	6	577,367.250	560,910.312
21	      B9	6	601,842.812	591,981.375
22	      B10	6	579,343.562	596,283.312
23	      B11	6	544,301.812	577,197.000
24	      B12	6	508,149.969	544,016.562
25	      C1	6	470,981.188	657,583.938
26	      C2	6	519,832.812	719,760.188
27	      C3	6	535,233.000	707,823.375
28	      C4	6	583,153.500	781,454.562
29	      C5	6	619,232.938	815,350.312
30	      C6	6	601,400.875	780,056.625
31	      C7	6	608,982.875	593,696.000
32	      C8	6	641,159.438	626,796.250
33	      C9	6	627,518.188	617,091.750
34	      C10	6	605,876.688	613,819.312
35	      C11	6	576,481.312	600,138.938
36	      C12	6	539,844.812	586,051.688
37	      D1	6	468,753.062	643,108.375
38	      D2	6	482,412.062	658,600.125
39	      D3	6	510,750.406	683,878.500
40	      D4	6	562,166.312	746,535.188
41	      D5	6	581,134.438	760,142.562
42	      D6	6	609,148.625	783,406.688
43	      D7	6	624,912.375	602,730.750
44	      D8	6	626,693.500	615,146.375
45	      D9	6	603,312.625	611,842.562
46	      D10	6	600,776.062	603,706.750
47	      D11	6	572,255.750	593,130.312
48	      D12	6	527,108.375	563,311.562
49	      E1	6	469,505.875	658,855.312
50	      E2	6	510,432.469	693,559.938
51	      E3	6	560,578.438	751,796.750
52	      E4	6	569,050.062	750,319.688
53	      E5	6	588,561.125	773,965.500
54	      E6	6	616,086.812	789,792.188
55	      E7	6	594,684.188	579,457.188
56	      E8	6	607,516.188	588,751.812
57	      E9	6	625,403.000	619,351.562
58	      E10	6	608,370.125	610,960.062
59	      E11	6	565,627.875	588,276.625
60	      E12	6	523,976.500	552,341.500
61	      F1	6	447,716.312	639,340.062
62	      F2	6	462,753.000	635,025.562
63	      F3	6	519,446.156	696,070.438
64	      F4	6	534,585.562	768,469.562
65	      F5	6	567,372.000	766,153.062
66	      F6	6	595,061.562	781,139.812
67	      F7	6	583,928.938	567,005.250
68	      F8	6	569,627.375	561,053.312
69	      F9	6	587,815.000	590,257.188
70	      F10	6	548,912.812	564,963.375
71	      F11	6	527,721.812	548,998.125
72	      F12	6	498,162.875	528,852.312
73	      G1	6	429,832.531	611,489.688
74	      G2	6	475,005.719	650,365.062
75	      G3	6	492,439.562	657,861.938
76	      G4	6	528,145.312	741,449.562
77	      G5	6	548,521.375	742,960.812
78	      G6	6	551,642.625	734,924.812
79	      G7	6	540,227.438	532,905.688
80	      G8	6	552,863.188	548,587.000
81	      G9	6	536,224.500	545,044.625
82	      G10	6	556,883.312	581,669.375
83	      G11	6	503,462.375	528,618.125
84	      G12	6	464,618.469	501,542.531
85	      H1	6	392,132.906	584,910.625
86	      H2	6	427,455.031	599,375.062
87	      H3	6	457,769.812	622,664.688
88	      H4	6	478,596.031	682,652.250
89	      H5	6	509,497.219	708,336.250
90	      H6	6	497,865.719	681,709.625
91	      H7	6	502,579.719	505,701.219
92	      H8	6	530,822.250	539,481.875
93	      H9	6	505,084.531	515,408.594
94	      H10	6	492,921.906	525,717.375
95	      H11	6	457,204.844	498,091.312
96	      H12	6	433,464.750	472,518.656
1	      A1	7	466,225.969	705,932.125
2	      A2	7	488,506.219	703,714.250
3	      A3	7	510,488.562	737,229.000
4	      A4	7	554,427.562	808,685.750
5	      A5	7	565,381.125	814,046.625
6	      A6	7	594,154.000	844,042.125
7	      A7	7	591,182.875	624,455.625
8	      A8	7	585,998.000	621,645.750
9	      A9	7	598,169.938	644,036.062
10	      A10	7	564,198.562	616,393.625
11	      A11	7	547,818.062	654,209.438
12	      A12	7	503,178.875	609,423.125
13	      B1	7	454,273.344	649,940.688
14	      B2	7	468,244.438	632,657.625
15	      B3	7	526,194.000	715,129.188
16	      B4	7	567,112.688	768,046.562
17	      B5	7	582,677.062	784,985.688
18	      B6	7	592,996.188	788,806.312
19	      B7	7	600,729.875	595,048.062
20	      B8	7	577,347.062	563,631.625
21	      B9	7	602,212.562	595,593.312
22	      B10	7	579,294.688	599,879.000
23	      B11	7	544,936.938	582,581.750
24	      B12	7	507,579.531	546,398.625
25	      C1	7	471,148.375	658,458.500
26	      C2	7	520,560.344	721,323.188
27	      C3	7	535,655.438	710,403.875
28	      C4	7	583,884.500	796,799.688
29	      C5	7	619,278.250	826,298.188
30	      C6	7	601,924.500	787,047.875
31	      C7	7	609,472.688	596,521.500
32	      C8	7	641,692.125	628,757.000
33	      C9	7	627,894.938	618,071.938
34	      C10	7	606,373.000	616,642.938
35	      C11	7	576,662.250	602,485.312
36	      C12	7	539,302.500	586,525.000
