* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = Yes
* Calibration Background performed on = 04-20-2016
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 04-21-2016
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 04-20-2016
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 04-21-2016
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 04-21-2016
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 04-20-2016
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 04-20-2016
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 04-21-2016
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 04-20-2016
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 04-20-2016
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 04-20-2016
* Chemistry = TAQMAN
* Date Created = 2017-01-02 10:36:32 AM EST
* Experiment Barcode = 
* Experiment Comment = NA
* Experiment File Name = \\vmware-host\Shared Folders\Desktop\mix_qpcr_data\Nate_QDNA_P2_20161208.eds
* Experiment Name = Nate_QDNA_P2_20161208
* Experiment Run End Time = 2016-12-08 16:33:54 PM EST
* Experiment Type = Standard Curve
* Instrument Name =       272310160
* Instrument Serial Number = 272310160
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = 
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step3
* User Name = NA

[Multicomponent Data]
Well	Well Position	Cycle	SYBR
7	      A7	10	170,321.562
8	      A8	10	145,884.484
9	      A9	10	
10	      A10	10	
11	      A11	10	
12	      A12	10	
13	      B1	10	148,042.016
14	      B2	10	137,113.531
15	      B3	10	143,843.672
16	      B4	10	165,031.672
17	      B5	10	162,322.562
18	      B6	10	194,862.906
19	      B7	10	148,835.516
20	      B8	10	290,613.719
21	      B9	10	
22	      B10	10	
23	      B11	10	
24	      B12	10	
25	      C1	10	110,812.602
26	      C2	10	121,404.227
27	      C3	10	148,476.062
28	      C4	10	158,488.781
29	      C5	10	152,026.797
30	      C6	10	146,749.125
31	      C7	10	140,559.000
32	      C8	10	394,906.812
33	      C9	10	
34	      C10	10	
35	      C11	10	
36	      C12	10	
37	      D1	10	106,551.227
38	      D2	10	119,556.461
39	      D3	10	134,501.797
40	      D4	10	160,836.062
41	      D5	10	143,115.531
42	      D6	10	161,729.078
43	      D7	10	136,532.672
44	      D8	10	135,197.453
45	      D9	10	
46	      D10	10	
47	      D11	10	
48	      D12	10	
49	      E1	10	110,486.914
50	      E2	10	111,151.758
51	      E3	10	143,611.047
52	      E4	10	149,785.406
53	      E5	10	137,609.359
54	      E6	10	157,863.844
55	      E7	10	142,715.484
56	      E8	10	429,063.875
57	      E9	10	
58	      E10	10	
59	      E11	10	
60	      E12	10	
61	      F1	10	102,608.258
62	      F2	10	104,652.906
63	      F3	10	155,441.281
64	      F4	10	165,510.094
65	      F5	10	143,584.094
66	      F6	10	193,550.031
67	      F7	10	132,287.062
68	      F8	10	189,607.672
69	      F9	10	
70	      F10	10	
71	      F11	10	
72	      F12	10	
73	      G1	10	100,987.078
74	      G2	10	108,832.266
75	      G3	10	153,444.234
76	      G4	10	175,033.203
77	      G5	10	141,206.516
78	      G6	10	204,851.812
79	      G7	10	134,731.672
80	      G8	10	317,221.250
81	      G9	10	
82	      G10	10	
83	      G11	10	
84	      G12	10	
85	      H1	10	93,172.219
86	      H2	10	97,929.156
87	      H3	10	139,523.594
88	      H4	10	190,683.062
89	      H5	10	129,976.695
90	      H6	10	194,647.812
91	      H7	10	129,108.398
92	      H8	10	132,956.406
93	      H9	10	
94	      H10	10	
95	      H11	10	
96	      H12	10	
1	      A1	11	551,744.500
2	      A2	11	567,761.125
3	      A3	11	224,349.031
4	      A4	11	232,677.938
5	      A5	11	175,115.406
6	      A6	11	280,856.375
7	      A7	11	173,671.859
8	      A8	11	145,468.641
9	      A9	11	
10	      A10	11	
11	      A11	11	
12	      A12	11	
13	      B1	11	152,822.391
14	      B2	11	149,897.594
15	      B3	11	152,806.625
16	      B4	11	191,205.250
17	      B5	11	182,204.234
18	      B6	11	201,965.562
19	      B7	11	160,357.281
20	      B8	11	352,822.219
21	      B9	11	
22	      B10	11	
23	      B11	11	
24	      B12	11	
25	      C1	11	110,779.625
26	      C2	11	122,365.000
27	      C3	11	161,000.781
28	      C4	11	176,875.891
29	      C5	11	162,441.109
30	      C6	11	156,805.438
31	      C7	11	146,101.328
32	      C8	11	570,733.875
33	      C9	11	
34	      C10	11	
35	      C11	11	
36	      C12	11	
37	      D1	11	106,720.086
38	      D2	11	120,001.094
39	      D3	11	144,763.156
40	      D4	11	179,080.969
41	      D5	11	153,755.641
42	      D6	11	174,379.250
43	      D7	11	139,285.000
44	      D8	11	135,658.562
45	      D9	11	
46	      D10	11	
47	      D11	11	
48	      D12	11	
49	      E1	11	109,609.359
50	      E2	11	110,083.852
51	      E3	11	152,128.000
52	      E4	11	165,684.875
53	      E5	11	143,501.406
54	      E6	11	167,335.797
55	      E7	11	144,899.266
56	      E8	11	601,750.750
57	      E9	11	
58	      E10	11	
59	      E11	11	
60	      E12	11	
61	      F1	11	102,495.805
62	      F2	11	103,932.367
63	      F3	11	170,914.641
64	      F4	11	193,444.609
65	      F5	11	152,353.094
66	      F6	11	218,937.844
67	      F7	11	136,449.578
68	      F8	11	207,589.703
69	      F9	11	
70	      F10	11	
71	      F11	11	
72	      F12	11	
73	      G1	11	100,313.961
74	      G2	11	108,459.734
75	      G3	11	171,755.609
76	      G4	11	215,570.859
77	      G5	11	152,562.438
78	      G6	11	235,489.656
79	      G7	11	138,144.109
80	      G8	11	440,639.906
81	      G9	11	
82	      G10	11	
83	      G11	11	
84	      G12	11	
85	      H1	11	92,621.414
86	      H2	11	97,799.836
87	      H3	11	156,137.641
88	      H4	11	231,460.547
89	      H5	11	139,117.062
90	      H6	11	225,322.625
91	      H7	11	133,247.625
92	      H8	11	133,060.672
93	      H9	11	
94	      H10	11	
95	      H11	11	
96	      H12	11	
1	      A1	12	792,104.312
2	      A2	12	826,638.625
3	      A3	12	278,397.344
4	      A4	12	306,851.469
5	      A5	12	203,344.000
6	      A6	12	373,167.375
7	      A7	12	181,089.953
8	      A8	12	145,230.703
9	      A9	12	
10	      A10	12	
11	      A11	12	
12	      A12	12	
13	      B1	12	163,169.453
14	      B2	12	176,990.469
15	      B3	12	171,288.172
16	      B4	12	240,767.281
17	      B5	12	222,930.750
18	      B6	12	218,505.969
19	      B7	12	182,819.469
20	      B8	12	473,217.469
21	      B9	12	
22	      B10	12	
23	      B11	12	
24	      B12	12	
25	      C1	12	111,436.477
26	      C2	12	125,298.664
27	      C3	12	183,866.734
28	      C4	12	212,012.922
29	      C5	12	184,162.594
30	      C6	12	176,916.188
31	      C7	12	156,987.859
32	      C8	12	901,654.438
33	      C9	12	
34	      C10	12	
35	      C11	12	
36	      C12	12	
37	      D1	12	107,134.430
38	      D2	12	120,693.750
39	      D3	12	166,210.453
40	      D4	12	214,519.688
41	      D5	12	173,273.562
42	      D6	12	199,822.000
43	      D7	12	146,039.234
44	      D8	12	135,840.797
45	      D9	12	
46	      D10	12	
47	      D11	12	
48	      D12	12	
49	      E1	12	109,268.555
50	      E2	12	109,957.500
51	      E3	12	167,874.078
52	      E4	12	196,508.672
53	      E5	12	155,322.047
54	      E6	12	185,334.797
55	      E7	12	149,373.156
56	      E8	12	930,409.312
57	      E9	12	
58	      E10	12	
59	      E11	12	
60	      E12	12	
61	      F1	12	102,150.781
62	      F2	12	103,811.211
63	      F3	12	201,574.906
64	      F4	12	247,571.984
65	      F5	12	168,925.312
66	      F6	12	268,051.344
67	      F7	12	144,090.234
68	      F8	12	243,455.703
69	      F9	12	
70	      F10	12	
71	      F11	12	
72	      F12	12	
73	      G1	12	100,119.492
74	      G2	12	108,407.961
75	      G3	12	206,586.172
76	      G4	12	292,527.281
77	      G5	12	173,564.203
78	      G6	12	295,396.125
79	      G7	12	144,997.891
80	      G8	12	675,235.938
81	      G9	12	
82	      G10	12	
83	      G11	12	
84	      G12	12	
85	      H1	12	92,446.805
86	      H2	12	98,147.602
87	      H3	12	188,768.984
88	      H4	12	310,458.750
89	      H5	12	159,157.234
90	      H6	12	287,561.000
91	      H7	12	140,825.922
92	      H8	12	132,998.688
93	      H9	12	
94	      H10	12	
95	      H11	12	
96	      H12	12	
1	      A1	13	1,240,270.375
2	      A2	13	1,310,712.000
3	      A3	13	380,870.125
4	      A4	13	448,800.594
5	      A5	13	256,531.938
6	      A6	13	549,928.312
7	      A7	13	197,183.094
8	      A8	13	145,498.484
9	      A9	13	
10	      A10	13	
11	      A11	13	
12	      A12	13	
13	      B1	13	183,735.422
14	      B2	13	230,064.156
15	      B3	13	208,369.625
16	      B4	13	336,350.312
17	      B5	13	299,295.469
18	      B6	13	250,290.828
19	      B7	13	226,140.891
20	      B8	13	703,489.000
21	      B9	13	
22	      B10	13	
23	      B11	13	
24	      B12	13	
25	      C1	13	114,991.047
26	      C2	13	129,951.734
27	      C3	13	228,119.328
28	      C4	13	279,334.469
29	      C5	13	227,172.062
30	      C6	13	216,613.000
31	      C7	13	177,975.422
32	      C8	13	1,514,011.250
33	      C9	13	
34	      C10	13	
35	      C11	13	
36	      C12	13	
37	      D1	13	107,247.258
38	      D2	13	121,182.609
39	      D3	13	205,835.109
40	      D4	13	281,523.844
41	      D5	13	209,680.766
42	      D6	13	247,814.094
43	      D7	13	158,233.906
44	      D8	13	135,715.938
45	      D9	13	
46	      D10	13	
47	      D11	13	
48	      D12	13	
49	      E1	13	109,095.742
50	      E2	13	110,590.227
51	      E3	13	199,610.859
52	      E4	13	257,590.672
53	      E5	13	178,517.531
54	      E6	13	219,607.031
55	      E7	13	158,718.109
56	      E8	13	1,538,593.000
57	      E9	13	
58	      E10	13	
59	      E11	13	
60	      E12	13	
61	      F1	13	102,059.430
62	      F2	13	104,138.016
63	      F3	13	259,836.234
64	      F4	13	350,577.250
65	      F5	13	203,638.953
66	      F6	13	363,509.500
67	      F7	13	160,158.938
68	      F8	13	315,193.156
69	      F9	13	
70	      F10	13	
71	      F11	13	
72	      F12	13	
73	      G1	13	100,235.109
74	      G2	13	108,631.039
75	      G3	13	274,128.156
76	      G4	13	438,050.281
77	      G5	13	212,772.125
78	      G6	13	411,360.625
79	      G7	13	157,869.031
80	      G8	13	1,111,946.250
81	      G9	13	
82	      G10	13	
83	      G11	13	
84	      G12	13	
85	      H1	13	92,552.922
86	      H2	13	98,347.109
87	      H3	13	251,657.297
88	      H4	13	460,807.688
89	      H5	13	198,003.031
90	      H6	13	405,759.594
91	      H7	13	156,546.219
92	      H8	13	132,801.500
93	      H9	13	
94	      H10	13	
95	      H11	13	
96	      H12	13	
1	      A1	14	2,048,974.500
2	      A2	14	2,179,616.250
3	      A3	14	576,605.812
4	      A4	14	717,007.625
5	      A5	14	358,912.438
6	      A6	14	885,601.625
7	      A7	14	227,303.094
8	      A8	14	145,976.734
9	      A9	14	
10	      A10	14	
11	      A11	14	
12	      A12	14	
13	      B1	14	222,975.062
14	      B2	14	329,005.594
15	      B3	14	277,481.188
16	      B4	14	518,969.281
17	      B5	14	445,802.594
18	      B6	14	312,277.188
19	      B7	14	309,495.969
20	      B8	14	1,135,006.625
21	      B9	14	
22	      B10	14	
23	      B11	14	
24	      B12	14	
25	      C1	14	120,432.750
26	      C2	14	139,642.672
27	      C3	14	312,912.656
28	      C4	14	408,144.750
29	      C5	14	309,406.656
30	      C6	14	292,265.344
31	      C7	14	219,400.578
32	      C8	14	2,604,689.750
33	      C9	14	
34	      C10	14	
35	      C11	14	
36	      C12	14	
37	      D1	14	107,569.852
38	      D2	14	121,796.219
39	      D3	14	284,782.875
40	      D4	14	409,737.656
41	      D5	14	280,377.344
42	      D6	14	340,628.344
43	      D7	14	182,536.672
44	      D8	14	135,792.141
45	      D9	14	
46	      D10	14	
47	      D11	14	
48	      D12	14	
49	      E1	14	108,423.281
50	      E2	14	111,074.602
51	      E3	14	260,952.500
52	      E4	14	372,976.219
53	      E5	14	222,504.578
54	      E6	14	284,255.375
55	      E7	14	176,306.672
56	      E8	14	2,613,764.250
57	      E9	14	
58	      E10	14	
59	      E11	14	
60	      E12	14	
61	      F1	14	101,972.703
62	      F2	14	104,488.578
63	      F3	14	371,693.875
64	      F4	14	545,415.188
65	      F5	14	266,975.438
66	      F6	14	544,976.000
67	      F7	14	189,863.359
68	      F8	14	451,288.312
69	      F9	14	
70	      F10	14	
71	      F11	14	
72	      F12	14	
73	      G1	14	100,136.648
74	      G2	14	108,836.500
75	      G3	14	405,538.438
76	      G4	14	713,731.750
77	      G5	14	290,034.219
78	      G6	14	631,095.750
79	      G7	14	183,700.469
80	      G8	14	1,897,810.500
81	      G9	14	
82	      G10	14	
83	      G11	14	
84	      G12	14	
85	      H1	14	91,960.188
86	      H2	14	98,438.953
87	      H3	14	373,113.875
88	      H4	14	741,991.500
89	      H5	14	269,908.188
90	      H6	14	631,844.938
91	      H7	14	186,689.797
92	      H8	14	132,848.594
93	      H9	14	
94	      H10	14	
95	      H11	14	
96	      H12	14	
1	      A1	15	3,411,999.000
2	      A2	15	3,637,717.750
3	      A3	15	945,982.312
4	      A4	15	1,216,185.500
5	      A5	15	553,319.562
6	      A6	15	1,505,658.250
7	      A7	15	284,405.094
8	      A8	15	145,940.438
9	      A9	15	
10	      A10	15	
11	      A11	15	
12	      A12	15	
13	      B1	15	299,469.156
14	      B2	15	519,471.812
15	      B3	15	410,868.094
16	      B4	15	863,641.125
17	      B5	15	722,991.688
18	      B6	15	430,680.875
19	      B7	15	469,612.875
20	      B8	15	1,922,773.750
21	      B9	15	
22	      B10	15	
23	      B11	15	
24	      B12	15	
25	      C1	15	131,975.688
26	      C2	15	157,106.562
27	      C3	15	474,534.438
28	      C4	15	652,575.375
29	      C5	15	465,775.688
30	      C6	15	437,646.625
31	      C7	15	298,696.594
32	      C8	15	4,433,758.500
33	      C9	15	
34	      C10	15	
35	      C11	15	
36	      C12	15	
37	      D1	15	107,874.422
38	      D2	15	122,885.562
39	      D3	15	435,927.312
40	      D4	15	652,531.375
41	      D5	15	416,234.719
42	      D6	15	518,867.500
43	      D7	15	228,558.812
44	      D8	15	136,668.344
45	      D9	15	
46	      D10	15	
47	      D11	15	
48	      D12	15	
49	      E1	15	107,820.930
50	      E2	15	111,207.953
51	      E3	15	377,707.125
52	      E4	15	591,583.812
53	      E5	15	306,984.844
54	      E6	15	410,422.938
55	      E7	15	209,982.016
56	      E8	15	4,389,514.000
57	      E9	15	
58	      E10	15	
59	      E11	15	
60	      E12	15	
61	      F1	15	100,502.883
62	      F2	15	104,570.961
63	      F3	15	583,684.750
64	      F4	15	911,543.250
65	      F5	15	388,334.281
66	      F6	15	887,990.000
67	      F7	15	247,427.391
68	      F8	15	710,004.938
69	      F9	15	
70	      F10	15	
71	      F11	15	
72	      F12	15	
73	      G1	15	99,814.625
74	      G2	15	108,414.727
75	      G3	15	653,584.250
76	      G4	15	1,224,137.750
77	      G5	15	436,811.469
78	      G6	15	1,044,956.812
79	      G7	15	233,867.312
80	      G8	15	3,241,425.750
81	      G9	15	
82	      G10	15	
83	      G11	15	
84	      G12	15	
85	      H1	15	92,148.930
86	      H2	15	98,965.109
87	      H3	15	602,204.312
88	      H4	15	1,262,343.750
89	      H5	15	407,752.844
90	      H6	15	1,054,368.500
91	      H7	15	244,739.953
92	      H8	15	133,220.000
93	      H9	15	
94	      H10	15	
95	      H11	15	
96	      H12	15	
1	      A1	16	5,502,462.500
2	      A2	16	5,851,221.500
3	      A3	16	1,625,853.000
4	      A4	16	2,118,701.000
5	      A5	16	920,870.000
6	      A6	16	2,606,763.750
7	      A7	16	393,703.219
8	      A8	16	146,205.672
9	      A9	16	
10	      A10	16	
11	      A11	16	
12	      A12	16	
13	      B1	16	446,652.156
14	      B2	16	876,421.625
15	      B3	16	664,028.125
16	      B4	16	1,500,582.500
17	      B5	16	1,238,216.750
18	      B6	16	656,616.000
19	      B7	16	771,634.000
20	      B8	16	3,287,486.500
21	      B9	16	
22	      B10	16	
23	      B11	16	
24	      B12	16	
25	      C1	16	153,876.594
26	      C2	16	191,712.000
27	      C3	16	782,257.688
28	      C4	16	1,112,429.750
29	      C5	16	762,709.062
30	      C6	16	711,156.688
31	      C7	16	450,868.719
32	      C8	16	7,199,517.500
33	      C9	16	
34	      C10	16	
35	      C11	16	
36	      C12	16	
37	      D1	16	108,569.609
38	      D2	16	125,712.812
39	      D3	16	720,540.250
40	      D4	16	1,105,364.250
41	      D5	16	671,434.688
42	      D6	16	853,750.938
43	      D7	16	316,298.781
44	      D8	16	137,883.375
45	      D9	16	
46	      D10	16	
47	      D11	16	
48	      D12	16	
49	      E1	16	107,851.789
50	      E2	16	112,168.375
51	      E3	16	600,528.562
52	      E4	16	1,000,411.875
53	      E5	16	469,057.656
54	      E6	16	650,361.875
55	      E7	16	275,201.062
56	      E8	16	7,016,243.000
57	      E9	16	
58	      E10	16	
59	      E11	16	
60	      E12	16	
61	      F1	16	100,196.445
62	      F2	16	104,850.375
63	      F3	16	980,100.500
64	      F4	16	1,581,369.500
65	      F5	16	620,487.875
66	      F6	16	1,520,900.750
67	      F7	16	357,152.375
68	      F8	16	1,191,421.000
69	      F9	16	
70	      F10	16	
71	      F11	16	
72	      F12	16	
73	      G1	16	99,838.367
74	      G2	16	108,849.383
75	      G3	16	1,115,009.375
76	      G4	16	2,132,146.000
77	      G5	16	712,556.625
78	      G6	16	1,798,250.750
79	      G7	16	327,896.156
80	      G8	16	5,351,760.500
81	      G9	16	
82	      G10	16	
83	      G11	16	
84	      G12	16	
85	      H1	16	93,631.742
86	      H2	16	99,307.500
87	      H3	16	1,030,561.188
88	      H4	16	2,186,683.000
89	      H5	16	668,459.625
90	      H6	16	1,819,242.750
91	      H7	16	356,054.500
92	      H8	16	133,467.656
93	      H9	16	
94	      H10	16	
95	      H11	16	
96	      H12	16	
1	      A1	17	8,286,276.000
2	      A2	17	8,748,790.000
3	      A3	17	2,818,763.500
4	      A4	17	3,653,962.500
5	      A5	17	1,594,601.250
6	      A6	17	4,428,093.500
7	      A7	17	602,142.500
8	      A8	17	147,533.625
9	      A9	17	
10	      A10	17	
11	      A11	17	
12	      A12	17	
13	      B1	17	724,018.188
14	      B2	17	1,528,288.750
15	      B3	17	1,136,917.000
16	      B4	17	2,627,222.250
17	      B5	17	2,166,247.750
18	      B6	17	1,079,297.875
19	      B7	17	1,332,455.750
20	      B8	17	5,479,021.500
21	      B9	17	
22	      B10	17	
23	      B11	17	
24	      B12	17	
25	      C1	17	196,322.312
26	      C2	17	258,864.172
27	      C3	17	1,349,611.125
28	      C4	17	1,947,345.250
29	      C5	17	1,313,172.875
30	      C6	17	1,221,325.625
31	      C7	17	738,864.312
32	      C8	17	10,759,748.000
33	      C9	17	
34	      C10	17	
35	      C11	17	
36	      C12	17	
37	      D1	17	110,055.930
38	      D2	17	131,052.234
39	      D3	17	1,247,889.000
40	      D4	17	1,927,023.625
41	      D5	17	1,147,392.500
42	      D6	17	1,473,332.500
43	      D7	17	484,729.688
44	      D8	17	139,378.141
45	      D9	17	
46	      D10	17	
47	      D11	17	
48	      D12	17	
49	      E1	17	108,615.828
50	      E2	17	114,234.141
51	      E3	17	1,015,838.312
52	      E4	17	1,745,486.250
53	      E5	17	773,793.500
54	      E6	17	1,099,021.125
55	      E7	17	400,498.906
56	      E8	17	10,295,726.000
57	      E9	17	
58	      E10	17	
59	      E11	17	
60	      E12	17	
61	      F1	17	100,842.391
62	      F2	17	105,320.281
63	      F3	17	1,702,135.250
64	      F4	17	2,749,831.750
65	      F5	17	1,050,542.500
66	      F6	17	2,642,413.250
67	      F7	17	565,807.812
68	      F8	17	2,060,671.125
69	      F9	17	
70	      F10	17	
71	      F11	17	
72	      F12	17	
73	      G1	17	100,236.469
74	      G2	17	111,212.797
75	      G3	17	1,942,709.625
76	      G4	17	3,631,385.500
77	      G5	17	1,223,632.625
78	      G6	17	3,102,580.000
79	      G7	17	506,105.812
80	      G8	17	8,227,872.500
81	      G9	17	
82	      G10	17	
83	      G11	17	
84	      G12	17	
85	      H1	17	93,286.656
86	      H2	17	99,786.688
87	      H3	17	1,801,141.000
88	      H4	17	3,716,974.000
89	      H5	17	1,151,074.625
90	      H6	17	3,126,629.000
91	      H7	17	565,028.188
92	      H8	17	134,355.656
93	      H9	17	
94	      H10	17	
95	      H11	17	
96	      H12	17	
1	      A1	18	11,371,510.000
2	      A2	18	11,895,540.000
3	      A3	18	4,760,553.000
4	      A4	18	6,021,256.500
5	      A5	18	2,776,238.000
6	      A6	18	7,113,696.500
7	      A7	18	994,901.312
8	      A8	18	148,677.844
9	      A9	18	
10	      A10	18	
11	      A11	18	
12	      A12	18	
13	      B1	18	1,234,770.750
14	      B2	18	2,661,130.250
15	      B3	18	1,993,610.625
16	      B4	18	4,487,752.500
17	      B5	18	3,741,611.000
18	      B6	18	1,848,079.250
19	      B7	18	2,335,795.500
20	      B8	18	8,560,404.000
21	      B9	18	
22	      B10	18	
23	      B11	18	
24	      B12	18	
25	      C1	18	276,924.062
26	      C2	18	384,158.719
27	      C3	18	2,360,560.500
28	      C4	18	3,384,711.000
29	      C5	18	2,300,337.500
30	      C6	18	2,133,142.750
31	      C7	18	1,271,876.875
32	      C8	18	14,473,781.000
33	      C9	18	
34	      C10	18	
35	      C11	18	
36	      C12	18	
37	      D1	18	113,724.078
38	      D2	18	141,909.781
39	      D3	18	2,189,678.250
40	      D4	18	3,334,907.250
41	      D5	18	2,009,160.500
42	      D6	18	2,572,615.750
43	      D7	18	800,801.250
44	      D8	18	141,765.156
45	      D9	18	
46	      D10	18	
47	      D11	18	
48	      D12	18	
49	      E1	18	109,879.422
50	      E2	18	116,298.461
51	      E3	18	1,773,438.000
52	      E4	18	3,039,718.750
53	      E5	18	1,335,909.875
54	      E6	18	1,912,135.125
55	      E7	18	637,794.500
56	      E8	18	13,594,118.000
57	      E9	18	
58	      E10	18	
59	      E11	18	
60	      E12	18	
61	      F1	18	102,736.406
62	      F2	18	107,871.758
63	      F3	18	2,954,326.000
64	      F4	18	4,634,705.000
65	      F5	18	1,831,349.500
66	      F6	18	4,493,843.500
67	      F7	18	954,122.812
68	      F8	18	3,542,525.750
69	      F9	18	
70	      F10	18	
71	      F11	18	
72	      F12	18	
73	      G1	18	100,547.977
74	      G2	18	112,590.891
75	      G3	18	3,346,517.750
76	      G4	18	5,850,838.000
77	      G5	18	2,133,760.000
78	      G6	18	5,175,827.000
79	      G7	18	842,101.125
80	      G8	18	11,462,372.000
81	      G9	18	
82	      G10	18	
83	      G11	18	
84	      G12	18	
85	      H1	18	93,204.406
86	      H2	18	101,682.859
87	      H3	18	3,111,389.750
88	      H4	18	5,979,161.500
89	      H5	18	2,013,491.625
90	      H6	18	5,163,430.000
91	      H7	18	955,951.750
92	      H8	18	135,088.047
93	      H9	18	
94	      H10	18	
95	      H11	18	
96	      H12	18	
1	      A1	19	14,220,150.000
2	      A2	19	14,765,133.000
3	      A3	19	7,566,597.000
4	      A4	19	9,174,397.000
5	      A5	19	4,700,864.000
6	      A6	19	10,421,513.000
7	      A7	19	1,713,542.250
8	      A8	19	151,213.750
9	      A9	19	
10	      A10	19	
11	      A11	19	
12	      A12	19	
13	      B1	19	2,145,508.000
14	      B2	19	4,472,358.000
15	      B3	19	3,462,579.250
16	      B4	19	7,226,866.000
17	      B5	19	6,178,926.000
18	      B6	19	3,171,870.500
19	      B7	19	4,020,793.000
20	      B8	19	12,132,327.000
21	      B9	19	
22	      B10	19	
23	      B11	19	
24	      B12	19	
25	      C1	19	430,448.906
26	      C2	19	622,396.812
27	      C3	19	4,045,699.750
28	      C4	19	5,657,023.000
29	      C5	19	3,967,745.250
30	      C6	19	3,664,041.250
31	      C7	19	2,228,396.750
32	      C8	19	17,473,958.000
33	      C9	19	
34	      C10	19	
35	      C11	19	
36	      C12	19	
37	      D1	19	121,106.039
38	      D2	19	166,072.984
39	      D3	19	3,769,769.250
40	      D4	19	5,535,299.500
41	      D5	19	3,478,878.250
42	      D6	19	4,399,896.500
43	      D7	19	1,386,435.250
44	      D8	19	145,587.344
45	      D9	19	
46	      D10	19	
47	      D11	19	
48	      D12	19	
49	      E1	19	112,292.898
50	      E2	19	121,566.992
51	      E3	19	3,084,601.750
52	      E4	19	5,099,932.500
53	      E5	19	2,336,508.500
54	      E6	19	3,318,746.000
55	      E7	19	1,082,630.250
56	      E8	19	16,226,275.000
57	      E9	19	
58	      E10	19	
59	      E11	19	
60	      E12	19	
61	      F1	19	105,238.570
62	      F2	19	111,550.820
63	      F3	19	4,943,227.500
64	      F4	19	7,310,575.500
65	      F5	19	3,175,031.000
66	      F6	19	7,226,433.000
67	      F7	19	1,659,169.375
68	      F8	19	5,849,335.000
69	      F9	19	
70	      F10	19	
71	      F11	19	
72	      F12	19	
73	      G1	19	102,302.086
74	      G2	19	115,051.273
75	      G3	19	5,512,601.000
76	      G4	19	8,659,477.000
77	      G5	19	3,655,651.500
78	      G6	19	8,053,624.500
79	      G7	19	1,457,839.250
80	      G8	19	14,422,741.000
81	      G9	19	
82	      G10	19	
83	      G11	19	
84	      G12	19	
85	      H1	19	94,418.438
86	      H2	19	104,768.016
87	      H3	19	5,131,718.000
88	      H4	19	8,808,811.000
89	      H5	19	3,457,757.500
90	      H6	19	7,896,000.500
91	      H7	19	1,664,841.875
92	      H8	19	136,691.578
93	      H9	19	
94	      H10	19	
95	      H11	19	
96	      H12	19	
1	      A1	20	16,524,843.000
2	      A2	20	17,068,048.000
3	      A3	20	10,928,939.000
4	      A4	20	12,579,819.000
5	      A5	20	7,488,278.500
6	      A6	20	13,662,223.000
7	      A7	20	2,965,733.750
8	      A8	20	154,660.312
9	      A9	20	
10	      A10	20	
11	      A11	20	
12	      A12	20	
13	      B1	20	3,661,511.250
14	      B2	20	7,034,519.500
15	      B3	20	5,756,593.500
16	      B4	20	10,609,606.000
17	      B5	20	9,412,497.000
18	      B6	20	5,256,133.500
19	      B7	20	6,591,089.500
20	      B8	20	15,416,948.000
21	      B9	20	
22	      B10	20	
23	      B11	20	
24	      B12	20	
25	      C1	20	719,433.938
26	      C2	20	1,064,864.500
27	      C3	20	6,571,532.000
28	      C4	20	8,778,591.000
29	      C5	20	6,512,961.000
30	      C6	20	5,995,025.000
31	      C7	20	3,841,866.750
32	      C8	20	19,314,904.000
33	      C9	20	
34	      C10	20	
35	      C11	20	
36	      C12	20	
37	      D1	20	134,778.938
38	      D2	20	209,077.344
39	      D3	20	6,163,383.000
40	      D4	20	8,527,525.000
41	      D5	20	5,783,332.000
42	      D6	20	7,130,610.500
43	      D7	20	2,430,732.250
44	      D8	20	148,522.188
45	      D9	20	
46	      D10	20	
47	      D11	20	
48	      D12	20	
49	      E1	20	115,209.672
50	      E2	20	128,685.641
51	      E3	20	5,164,955.500
52	      E4	20	7,985,066.000
53	      E5	20	4,004,300.750
54	      E6	20	5,557,353.500
55	      E7	20	1,887,425.250
56	      E8	20	17,889,722.000
57	      E9	20	
58	      E10	20	
59	      E11	20	
60	      E12	20	
61	      F1	20	106,971.953
62	      F2	20	115,269.078
63	      F3	20	7,712,855.000
64	      F4	20	10,455,110.000
65	      F5	20	5,287,712.000
66	      F6	20	10,605,083.000
67	      F7	20	2,881,767.250
68	      F8	20	8,956,323.000
69	      F9	20	
70	      F10	20	
71	      F11	20	
72	      F12	20	
73	      G1	20	105,481.453
74	      G2	20	118,969.508
