* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = Yes
* Calibration Background performed on = 04-20-2016
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 04-21-2016
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 04-20-2016
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 04-21-2016
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 04-21-2016
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 04-20-2016
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 04-20-2016
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 04-21-2016
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 04-20-2016
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 04-20-2016
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 04-20-2016
* Chemistry = TAQMAN
* Date Created = 2017-01-02 11:06:00 AM EST
* Experiment Barcode = 
* Experiment Comment = NA
* Experiment File Name = \\vmware-host\Shared Folders\Desktop\mix_qpcr_data\Nate_QDNA_P3_20161208.eds
* Experiment Name = Nate_QDNA_P3_20161208
* Experiment Run End Time = 2016-12-08 18:55:57 PM EST
* Experiment Type = Standard Curve
* Instrument Name =       272310160
* Instrument Serial Number = 272310160
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = 
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step3
* User Name = NA

[Amplification Data]
Well	Well Position	Cycle	Target Name	Rn	Delta Rn
4	A4	8	Target 1	163,790.984	2,695.017
4	A4	9	Target 1	174,902.297	11,444.226
4	A4	10	Target 1	196,347.750	30,527.576
4	A4	11	Target 1	236,550.203	68,367.922
4	A4	12	Target 1	313,584.156	143,039.781
4	A4	13	Target 1	462,144.188	289,237.688
4	A4	14	Target 1	741,441.000	566,172.438
4	A4	15	Target 1	1,262,912.250	1,085,281.500
4	A4	16	Target 1	2,199,560.000	2,019,567.250
4	A4	17	Target 1	3,782,756.250	3,600,401.250
4	A4	18	Target 1	6,217,922.000	6,033,205.000
4	A4	19	Target 1	9,414,379.000	9,227,300.000
4	A4	20	Target 1	12,817,222.000	12,627,781.000
4	A4	21	Target 1	15,680,328.000	15,488,525.000
4	A4	22	Target 1	17,569,232.000	17,375,066.000
4	A4	23	Target 1	18,601,074.000	18,404,546.000
4	A4	24	Target 1	19,241,416.000	19,042,526.000
4	A4	25	Target 1	19,731,332.000	19,530,080.000
4	A4	26	Target 1	20,157,304.000	19,953,690.000
4	A4	27	Target 1	20,486,276.000	20,280,300.000
4	A4	28	Target 1	20,761,902.000	20,553,564.000
4	A4	29	Target 1	20,944,100.000	20,733,400.000
4	A4	30	Target 1	21,078,226.000	20,865,164.000
4	A4	31	Target 1	21,148,572.000	20,933,148.000
4	A4	32	Target 1	21,206,022.000	20,988,236.000
4	A4	33	Target 1	21,241,904.000	21,021,756.000
4	A4	34	Target 1	21,261,822.000	21,039,312.000
4	A4	35	Target 1	21,252,408.000	21,027,536.000
4	A4	36	Target 1	21,238,578.000	21,011,344.000
4	A4	37	Target 1	21,214,546.000	20,984,950.000
4	A4	38	Target 1	21,190,042.000	20,958,082.000
4	A4	39	Target 1	21,166,662.000	20,932,340.000
4	A4	40	Target 1	21,150,040.000	20,913,356.000
5	A5	1	Target 1	142,301.562	2,514.583
5	A5	2	Target 1	142,389.578	1,766.991
5	A5	3	Target 1	142,613.406	1,155.212
5	A5	4	Target 1	142,684.625	390.823
5	A5	5	Target 1	142,523.094	-606.316
5	A5	6	Target 1	142,604.922	-1,360.096
5	A5	7	Target 1	143,624.703	-1,175.922
5	A5	8	Target 1	145,608.250	-27.983
5	A5	9	Target 1	148,096.125	1,624.284
5	A5	10	Target 1	153,030.594	5,723.145
5	A5	11	Target 1	165,125.500	16,982.443
5	A5	12	Target 1	187,240.297	38,261.633
5	A5	13	Target 1	230,851.031	81,036.758
5	A5	14	Target 1	312,534.844	161,884.969
5	A5	15	Target 1	464,628.812	313,143.312
5	A5	16	Target 1	751,056.875	598,735.750
5	A5	17	Target 1	1,282,313.750	1,129,157.000
5	A5	18	Target 1	2,233,737.250	2,079,745.000
5	A5	19	Target 1	3,841,537.500	3,686,709.500
5	A5	20	Target 1	6,315,997.000	6,160,333.500
5	A5	21	Target 1	9,589,864.000	9,433,365.000
5	A5	22	Target 1	13,093,063.000	12,935,728.000
5	A5	23	Target 1	16,016,612.000	15,858,442.000
5	A5	24	Target 1	17,819,476.000	17,660,470.000
5	A5	25	Target 1	18,597,802.000	18,437,960.000
5	A5	26	Target 1	18,910,976.000	18,750,298.000
5	A5	27	Target 1	19,144,336.000	18,982,824.000
5	A5	28	Target 1	19,387,588.000	19,225,240.000
5	A5	29	Target 1	19,573,842.000	19,410,658.000
5	A5	30	Target 1	19,718,790.000	19,554,770.000
5	A5	31	Target 1	19,803,244.000	19,638,388.000
5	A5	32	Target 1	19,875,348.000	19,709,658.000
5	A5	33	Target 1	19,905,404.000	19,738,878.000
5	A5	34	Target 1	19,925,090.000	19,757,728.000
5	A5	35	Target 1	19,936,970.000	19,768,772.000
5	A5	36	Target 1	19,950,806.000	19,781,772.000
5	A5	37	Target 1	19,956,018.000	19,786,150.000
5	A5	38	Target 1	19,947,304.000	19,776,600.000
5	A5	39	Target 1	19,951,562.000	19,780,022.000
5	A5	40	Target 1	19,951,944.000	19,779,568.000
6	A6	1	Target 1	177,674.969	4,632.224
6	A6	2	Target 1	177,487.953	3,579.829
6	A6	3	Target 1	176,154.469	1,380.966
6	A6	4	Target 1	175,798.500	159.618
6	A6	5	Target 1	175,766.453	-737.808
6	A6	6	Target 1	175,552.984	-1,816.656
6	A6	7	Target 1	176,538.453	-1,696.566
6	A6	8	Target 1	181,810.844	2,710.446
6	A6	9	Target 1	190,096.734	10,130.957
6	A6	10	Target 1	208,744.875	27,913.719
6	A6	11	Target 1	245,605.953	63,909.418
6	A6	12	Target 1	318,327.750	135,765.828
6	A6	13	Target 1	456,302.062	272,874.781
6	A6	14	Target 1	720,142.875	535,850.188
6	A6	15	Target 1	1,213,121.500	1,027,963.438
6	A6	16	Target 1	2,106,793.250	1,920,769.875
6	A6	17	Target 1	3,634,821.250	3,447,932.500
6	A6	18	Target 1	6,021,689.500	5,833,935.500
6	A6	19	Target 1	9,229,715.000	9,041,095.000
6	A6	20	Target 1	12,722,403.000	12,532,918.000
6	A6	21	Target 1	15,678,080.000	15,487,730.000
6	A6	22	Target 1	17,482,328.000	17,291,112.000
6	A6	23	Target 1	18,258,316.000	18,066,234.000
6	A6	24	Target 1	18,592,306.000	18,399,360.000
6	A6	25	Target 1	18,847,050.000	18,653,238.000
6	A6	26	Target 1	19,094,150.000	18,899,472.000
6	A6	27	Target 1	19,299,662.000	19,104,120.000
6	A6	28	Target 1	19,470,458.000	19,274,050.000
6	A6	29	Target 1	19,565,134.000	19,367,860.000
6	A6	30	Target 1	19,635,902.000	19,437,764.000
6	A6	31	Target 1	19,667,342.000	19,468,338.000
6	A6	32	Target 1	19,700,186.000	19,500,316.000
6	A6	33	Target 1	19,703,834.000	19,503,100.000
6	A6	34	Target 1	19,697,388.000	19,495,788.000
6	A6	35	Target 1	19,679,194.000	19,476,728.000
6	A6	36	Target 1	19,647,394.000	19,444,062.000
6	A6	37	Target 1	19,615,350.000	19,411,154.000
6	A6	38	Target 1	19,591,218.000	19,386,156.000
6	A6	39	Target 1	19,558,916.000	19,352,988.000
6	A6	40	Target 1	19,540,304.000	19,333,512.000
7	A7	1	Target 1	149,483.031	1,083.571
7	A7	2	Target 1	149,516.875	835.594
7	A7	3	Target 1	149,537.625	574.523
7	A7	4	Target 1	149,627.297	382.374
7	A7	5	Target 1	149,065.016	-461.728
7	A7	6	Target 1	149,018.609	-789.955
7	A7	7	Target 1	149,561.906	-528.479
7	A7	8	Target 1	150,286.938	-85.269
7	A7	9	Target 1	151,562.562	908.535
7	A7	10	Target 1	153,427.859	2,492.011
7	A7	11	Target 1	157,154.828	5,937.159
7	A7	12	Target 1	164,411.234	12,911.744
7	A7	13	Target 1	181,206.297	29,424.986
7	A7	14	Target 1	212,386.984	60,323.852
7	A7	15	Target 1	271,209.969	118,865.016
7	A7	16	Target 1	384,326.000	231,699.219
7	A7	17	Target 1	600,627.062	447,718.469
7	A7	18	Target 1	1,006,710.625	853,520.188
7	A7	19	Target 1	1,751,157.375	1,597,685.125
7	A7	20	Target 1	3,081,068.500	2,927,314.500
7	A7	21	Target 1	5,299,467.000	5,145,431.000
7	A7	22	Target 1	8,347,421.000	8,193,103.500
7	A7	23	Target 1	11,811,222.000	11,656,622.000
7	A7	24	Target 1	15,172,913.000	15,018,032.000
7	A7	25	Target 1	17,642,370.000	17,487,206.000
7	A7	26	Target 1	19,014,786.000	18,859,342.000
7	A7	27	Target 1	19,693,478.000	19,537,752.000
7	A7	28	Target 1	20,142,222.000	19,986,214.000
7	A7	29	Target 1	20,528,174.000	20,371,884.000
7	A7	30	Target 1	20,870,544.000	20,713,972.000
7	A7	31	Target 1	21,119,814.000	20,962,960.000
7	A7	32	Target 1	21,306,790.000	21,149,654.000
7	A7	33	Target 1	21,417,640.000	21,260,222.000
7	A7	34	Target 1	21,494,486.000	21,336,786.000
7	A7	35	Target 1	21,528,710.000	21,370,728.000
7	A7	36	Target 1	21,554,096.000	21,395,832.000
7	A7	37	Target 1	21,551,240.000	21,392,694.000
7	A7	38	Target 1	21,539,886.000	21,381,060.000
7	A7	39	Target 1	21,534,306.000	21,375,198.000
7	A7	40	Target 1	21,523,848.000	21,364,458.000
8	A8	1	Target 1	142,213.016	2,072.789
8	A8	2	Target 1	142,064.906	2,092.044
8	A8	3	Target 1	141,407.672	1,602.173
8	A8	4	Target 1	141,044.688	1,406.552
8	A8	5	Target 1	140,302.312	831.541
8	A8	6	Target 1	138,291.750	-1,011.658
8	A8	7	Target 1	137,503.469	-1,632.576
8	A8	8	Target 1	137,534.141	-1,434.541
8	A8	9	Target 1	138,087.656	-713.661
8	A8	10	Target 1	138,398.250	-235.704
8	A8	11	Target 1	138,364.844	-101.747
8	A8	12	Target 1	138,181.484	-117.743
8	A8	13	Target 1	137,537.234	-594.629
8	A8	14	Target 1	137,565.469	-399.031
8	A8	15	Target 1	138,311.266	514.129
8	A8	16	Target 1	138,406.328	776.555
8	A8	17	Target 1	138,572.750	1,110.341
8	A8	18	Target 1	139,801.766	2,506.720
8	A8	19	Target 1	141,762.297	4,634.615
8	A8	20	Target 1	143,970.625	7,010.307
8	A8	21	Target 1	145,946.062	9,153.107
8	A8	22	Target 1	149,253.688	12,628.096
8	A8	23	Target 1	152,253.109	15,794.882
8	A8	24	Target 1	153,564.219	17,273.354
8	A8	25	Target 1	153,942.516	17,819.016
8	A8	26	Target 1	155,030.250	19,074.113
8	A8	27	Target 1	155,849.797	20,061.023
8	A8	28	Target 1	158,583.391	22,961.980
8	A8	29	Target 1	165,123.000	29,668.953
8	A8	30	Target 1	176,244.812	40,958.129
8	A8	31	Target 1	196,933.281	61,813.961
8	A8	32	Target 1	235,329.891	100,377.938
8	A8	33	Target 1	309,878.469	175,093.875
8	A8	34	Target 1	454,153.031	319,535.812
8	A8	35	Target 1	727,125.188	592,675.312
8	A8	36	Target 1	1,235,502.375	1,101,219.875
8	A8	37	Target 1	2,150,487.000	2,016,371.875
8	A8	38	Target 1	3,696,561.500	3,562,613.750
8	A8	39	Target 1	6,078,234.500	5,944,454.000
8	A8	40	Target 1	8,687,525.000	8,553,912.000
9	A9	1			
9	A9	2			
9	A9	3			
9	A9	4			
9	A9	5			
9	A9	6			
9	A9	7			
9	A9	8			
9	A9	9			
9	A9	10			
9	A9	11			
9	A9	12			
9	A9	13			
9	A9	14			
9	A9	15			
9	A9	16			
9	A9	17			
9	A9	18			
9	A9	19			
9	A9	20			
9	A9	21			
9	A9	22			
9	A9	23			
9	A9	24			
9	A9	25			
9	A9	26			
9	A9	27			
9	A9	28			
9	A9	29			
9	A9	30			
9	A9	31			
9	A9	32			
9	A9	33			
9	A9	34			
9	A9	35			
9	A9	36			
9	A9	37			
9	A9	38			
9	A9	39			
9	A9	40			
10	A10	1			
10	A10	2			
10	A10	3			
10	A10	4			
10	A10	5			
10	A10	6			
10	A10	7			
10	A10	8			
10	A10	9			
10	A10	10			
10	A10	11			
10	A10	12			
10	A10	13			
10	A10	14			
10	A10	15			
10	A10	16			
10	A10	17			
10	A10	18			
10	A10	19			
10	A10	20			
10	A10	21			
10	A10	22			
10	A10	23			
10	A10	24			
10	A10	25			
10	A10	26			
10	A10	27			
10	A10	28			
10	A10	29			
10	A10	30			
10	A10	31			
10	A10	32			
10	A10	33			
10	A10	34			
10	A10	35			
10	A10	36			
10	A10	37			
10	A10	38			
10	A10	39			
10	A10	40			
11	A11	1			
11	A11	2			
11	A11	3			
11	A11	4			
11	A11	5			
11	A11	6			
11	A11	7			
11	A11	8			
11	A11	9			
11	A11	10			
11	A11	11			
11	A11	12			
11	A11	13			
11	A11	14			
11	A11	15			
11	A11	16			
11	A11	17			
11	A11	18			
11	A11	19			
11	A11	20			
11	A11	21			
11	A11	22			
11	A11	23			
11	A11	24			
11	A11	25			
11	A11	26			
11	A11	27			
11	A11	28			
11	A11	29			
11	A11	30			
11	A11	31			
11	A11	32			
11	A11	33			
11	A11	34			
11	A11	35			
11	A11	36			
11	A11	37			
11	A11	38			
11	A11	39			
11	A11	40			
12	A12	1			
12	A12	2			
12	A12	3			
12	A12	4			
12	A12	5			
12	A12	6			
12	A12	7			
12	A12	8			
12	A12	9			
12	A12	10			
12	A12	11			
12	A12	12			
12	A12	13			
12	A12	14			
12	A12	15			
12	A12	16			
12	A12	17			
12	A12	18			
12	A12	19			
12	A12	20			
12	A12	21			
12	A12	22			
12	A12	23			
12	A12	24			
12	A12	25			
12	A12	26			
12	A12	27			
12	A12	28			
12	A12	29			
12	A12	30			
12	A12	31			
12	A12	32			
12	A12	33			
12	A12	34			
12	A12	35			
12	A12	36			
12	A12	37			
12	A12	38			
12	A12	39			
12	A12	40			
13	B1	1	Target 1	125,292.625	1,795.488
13	B1	2	Target 1	124,992.156	1,930.494
13	B1	3	Target 1	123,200.320	574.133
13	B1	4	Target 1	122,387.031	196.319
13	B1	5	Target 1	121,238.445	-516.792
13	B1	6	Target 1	120,770.328	-549.434
13	B1	7	Target 1	120,599.633	-284.655
13	B1	8	Target 1	120,307.195	-141.617
13	B1	9	Target 1	120,735.383	722.045
13	B1	10	Target 1	123,565.086	3,987.223
13	B1	11	Target 1	128,473.617	9,331.229
13	B1	12	Target 1	136,982.922	18,276.010
13	B1	13	Target 1	157,056.672	38,785.234
13	B1	14	Target 1	197,461.188	79,625.227
13	B1	15	Target 1	272,982.781	155,582.297
13	B1	16	Target 1	417,139.594	300,174.594
13	B1	17	Target 1	690,082.000	573,552.438
13	B1	18	Target 1	1,195,294.500	1,079,200.375
13	B1	19	Target 1	2,094,357.500	1,978,698.875
13	B1	20	Target 1	3,594,582.500	3,479,359.500
13	B1	21	Target 1	5,833,931.000	5,719,143.500
13	B1	22	Target 1	8,700,181.000	8,585,829.000
13	B1	23	Target 1	11,714,460.000	11,600,543.000
13	B1	24	Target 1	14,358,120.000	14,244,639.000
13	B1	25	Target 1	16,406,444.000	16,293,398.000
13	B1	26	Target 1	17,910,732.000	17,798,122.000
13	B1	27	Target 1	19,001,008.000	18,888,834.000
13	B1	28	Target 1	19,827,694.000	19,715,954.000
13	B1	29	Target 1	20,429,894.000	20,318,590.000
13	B1	30	Target 1	20,912,244.000	20,801,376.000
13	B1	31	Target 1	21,290,226.000	21,179,794.000
13	B1	32	Target 1	21,581,144.000	21,471,146.000
13	B1	33	Target 1	21,794,162.000	21,684,600.000
13	B1	34	Target 1	21,969,626.000	21,860,500.000
13	B1	35	Target 1	22,087,088.000	21,978,398.000
13	B1	36	Target 1	22,154,470.000	22,046,214.000
13	B1	37	Target 1	22,186,440.000	22,078,620.000
13	B1	38	Target 1	22,194,240.000	22,086,856.000
13	B1	39	Target 1	22,205,694.000	22,098,744.000
13	B1	40	Target 1	22,196,486.000	22,089,972.000
14	B2	1	Target 1	131,034.414	3,350.151
14	B2	2	Target 1	130,916.406	2,820.640
14	B2	3	Target 1	129,489.812	982.543
14	B2	4	Target 1	128,948.930	30.156
14	B2	5	Target 1	128,450.602	-879.675
14	B2	6	Target 1	128,614.422	-1,127.359
14	B2	7	Target 1	130,013.688	-139.596
14	B2	8	Target 1	131,698.719	1,133.931
14	B2	9	Target 1	134,466.953	3,490.662
14	B2	10	Target 1	140,437.953	9,050.158
14	B2	11	Target 1	153,301.031	21,501.732
14	B2	12	Target 1	179,409.328	47,198.527
14	B2	13	Target 1	229,085.125	96,462.820
14	B2	14	Target 1	325,554.750	192,520.938
14	B2	15	Target 1	510,413.688	376,968.375
14	B2	16	Target 1	856,683.250	722,826.438
14	B2	17	Target 1	1,494,900.500	1,360,632.125
14	B2	18	Target 1	2,608,116.500	2,473,436.750
14	B2	19	Target 1	4,407,320.500	4,272,229.000
14	B2	20	Target 1	6,987,224.500	6,851,721.500
14	B2	21	Target 1	10,092,102.000	9,956,188.000
14	B2	22	Target 1	13,161,192.000	13,024,866.000
14	B2	23	Target 1	15,749,867.000	15,613,130.000
14	B2	24	Target 1	17,721,908.000	17,584,760.000
14	B2	25	Target 1	19,174,176.000	19,036,616.000
14	B2	26	Target 1	20,258,330.000	20,120,358.000
14	B2	27	Target 1	21,057,794.000	20,919,410.000
14	B2	28	Target 1	21,671,538.000	21,532,744.000
14	B2	29	Target 1	22,151,104.000	22,011,898.000
14	B2	30	Target 1	22,531,838.000	22,392,220.000
14	B2	31	Target 1	22,825,752.000	22,685,722.000
14	B2	32	Target 1	23,068,762.000	22,928,322.000
14	B2	33	Target 1	23,232,924.000	23,092,072.000
14	B2	34	Target 1	23,364,940.000	23,223,676.000
14	B2	35	Target 1	23,449,128.000	23,307,452.000
14	B2	36	Target 1	23,501,230.000	23,359,144.000
14	B2	37	Target 1	23,509,830.000	23,367,332.000
14	B2	38	Target 1	23,493,582.000	23,350,672.000
14	B2	39	Target 1	23,469,282.000	23,325,960.000
14	B2	40	Target 1	23,451,568.000	23,307,836.000
15	B3	1	Target 1	136,354.969	2,589.257
15	B3	2	Target 1	136,312.297	1,993.732
15	B3	3	Target 1	136,129.422	1,258.004
15	B3	4	Target 1	135,476.172	51.901
15	B3	5	Target 1	135,346.859	-630.265
15	B3	6	Target 1	135,536.078	-993.900
15	B3	7	Target 1	136,030.828	-1,052.003
15	B3	8	Target 1	137,434.922	-200.762
15	B3	9	Target 1	139,755.562	1,567.025
15	B3	10	Target 1	144,517.109	5,775.719
15	B3	11	Target 1	153,096.172	13,801.928
15	B3	12	Target 1	173,009.516	33,162.418
15	B3	13	Target 1	210,970.906	70,570.953
15	B3	14	Target 1	282,332.312	141,379.516
15	B3	15	Target 1	419,767.062	278,261.406
15	B3	16	Target 1	679,740.812	537,682.312
15	B3	17	Target 1	1,165,625.500	1,023,014.125
15	B3	18	Target 1	2,042,462.375	1,899,298.125
