ID,biosample_id,titration,pcr_16S_plate,pos,barcode_lab,kit_version,For_Index_ID,Rev_Index_ID,seq_lab,t_fctr
B0_M0_P2_L2_S1,NTC,NA,1,D12,NIST,B,S506,N729,JHU,NA
B0_M0_P2_L2_S1,NTC,NA,1,H12,NIST,B,S511,N729,JHU,NA
B1_M1_P3_L2_S1,E01JH0004,0,2,A1,NIST,C,S513,N701,JHU,20
B1_M2_P3_L2_S1,E01JH0004,1,2,B1,NIST,C,S515,N701,JHU,1
B1_M3_P3_L2_S1,E01JH0004,2,2,C1,NIST,C,S516,N701,JHU,2
B1_M4_P3_L2_S1,E01JH0004,3,2,D1,NIST,C,S517,N701,JHU,3
B1_M5_P3_L2_S1,E01JH0004,4,2,E1,NIST,C,S518,N701,JHU,4
B1_M6_P3_L2_S1,E01JH0004,5,2,F1,NIST,C,S520,N701,JHU,5
B1_M7_P3_L2_S1,E01JH0004,10,2,G1,NIST,C,S521,N701,JHU,10
B1_M8_P3_L2_S1,E01JH0004,15,2,H1,NIST,C,S522,N701,JHU,15
B1_M9_P3_L2_S1,E01JH0004,20,2,F6,NIST,C,S520,N706,JHU,0
B1_M1_P4_L2_S1,E01JH0004,0,2,A7,NIST,C,S513,N707,JHU,20
B1_M2_P4_L2_S1,E01JH0004,1,2,B7,NIST,C,S515,N707,JHU,1
B1_M3_P4_L2_S1,E01JH0004,2,2,C7,NIST,C,S516,N707,JHU,2
B1_M4_P4_L2_S1,E01JH0004,3,2,D7,NIST,C,S517,N707,JHU,3
B1_M5_P4_L2_S1,E01JH0004,4,2,E7,NIST,C,S518,N707,JHU,4
B1_M6_P4_L2_S1,E01JH0004,5,2,F7,NIST,C,S520,N707,JHU,5
B1_M7_P4_L2_S1,E01JH0004,10,2,G7,NIST,C,S521,N707,JHU,10
B1_M8_P4_L2_S1,E01JH0004,15,2,H7,NIST,C,S522,N707,JHU,15
B1_M9_P4_L2_S1,E01JH0004,20,2,F12,NIST,C,S520,N715,JHU,0
B2_M1_P3_L2_S1,E01JH0011,0,2,A2,NIST,C,S513,N702,JHU,20
B2_M2_P3_L2_S1,E01JH0011,1,2,B2,NIST,C,S515,N702,JHU,1
B2_M3_P3_L2_S1,E01JH0011,2,2,C2,NIST,C,S516,N702,JHU,2
B2_M4_P3_L2_S1,E01JH0011,3,2,D2,NIST,C,S517,N702,JHU,3
B2_M5_P3_L2_S1,E01JH0011,4,2,E2,NIST,C,S518,N702,JHU,4
B2_M6_P3_L2_S1,E01JH0011,5,2,F2,NIST,C,S520,N702,JHU,5
B2_M7_P3_L2_S1,E01JH0011,10,2,G2,NIST,C,S521,N702,JHU,10
B2_M8_P3_L2_S1,E01JH0011,15,2,H2,NIST,C,S522,N702,JHU,15
B2_M9_P3_L2_S1,E01JH0011,20,2,B6,NIST,C,S515,N706,JHU,0
B2_M1_P4_L2_S1,E01JH0011,0,2,A8,NIST,C,S513,N710,JHU,20
B2_M2_P4_L2_S1,E01JH0011,1,2,B8,NIST,C,S515,N710,JHU,1
B2_M3_P4_L2_S1,E01JH0011,2,2,C8,NIST,C,S516,N710,JHU,2
B2_M4_P4_L2_S1,E01JH0011,3,2,D8,NIST,C,S517,N710,JHU,3
B2_M5_P4_L2_S1,E01JH0011,4,2,E8,NIST,C,S518,N710,JHU,4
B2_M6_P4_L2_S1,E01JH0011,5,2,F8,NIST,C,S520,N710,JHU,5
B2_M7_P4_L2_S1,E01JH0011,10,2,G8,NIST,C,S521,N710,JHU,10
B2_M8_P4_L2_S1,E01JH0011,15,2,H8,NIST,C,S522,N710,JHU,15
B2_M9_P4_L2_S1,E01JH0011,20,2,B12,NIST,C,S515,N715,JHU,0
B3_M1_P3_L2_S1,E01JH0016,0,2,A3,NIST,C,S513,N703,JHU,20
B3_M2_P3_L2_S1,E01JH0016,1,2,B3,NIST,C,S515,N703,JHU,1
B3_M3_P3_L2_S1,E01JH0016,2,2,C3,NIST,C,S516,N703,JHU,2
B3_M4_P3_L2_S1,E01JH0016,3,2,D3,NIST,C,S517,N703,JHU,3
B3_M5_P3_L2_S1,E01JH0016,4,2,E3,NIST,C,S518,N703,JHU,4
B3_M6_P3_L2_S1,E01JH0016,5,2,F3,NIST,C,S520,N703,JHU,5
B3_M7_P3_L2_S1,E01JH0016,10,2,G3,NIST,C,S521,N703,JHU,10
B3_M8_P3_L2_S1,E01JH0016,15,2,H3,NIST,C,S522,N703,JHU,15
B3_M9_P3_L2_S1,E01JH0016,20,2,C6,NIST,C,S516,N706,JHU,0
B3_M1_P4_L2_S1,E01JH0016,0,2,A9,NIST,C,S513,N711,JHU,20
B3_M2_P4_L2_S1,E01JH0016,1,2,B9,NIST,C,S515,N711,JHU,1
B3_M3_P4_L2_S1,E01JH0016,2,2,C9,NIST,C,S516,N711,JHU,2
B3_M4_P4_L2_S1,E01JH0016,3,2,D9,NIST,C,S517,N711,JHU,3
B3_M5_P4_L2_S1,E01JH0016,4,2,E9,NIST,C,S518,N711,JHU,4
B3_M6_P4_L2_S1,E01JH0016,5,2,F9,NIST,C,S520,N711,JHU,5
B3_M7_P4_L2_S1,E01JH0016,10,2,G9,NIST,C,S521,N711,JHU,10
B3_M8_P4_L2_S1,E01JH0016,15,2,H9,NIST,C,S522,N711,JHU,15
B3_M9_P4_L2_S1,E01JH0016,20,2,C12,NIST,C,S516,N715,JHU,0
B4_M1_P3_L2_S1,E01JH0017,0,2,A4,NIST,C,S513,N704,JHU,20
B4_M2_P3_L2_S1,E01JH0017,1,2,B4,NIST,C,S515,N704,JHU,1
B4_M3_P3_L2_S1,E01JH0017,2,2,C4,NIST,C,S516,N704,JHU,2
B4_M4_P3_L2_S1,E01JH0017,3,2,D4,NIST,C,S517,N704,JHU,3
B4_M5_P3_L2_S1,E01JH0017,4,2,E4,NIST,C,S518,N704,JHU,4
B4_M6_P3_L2_S1,E01JH0017,5,2,F4,NIST,C,S520,N704,JHU,5
B4_M7_P3_L2_S1,E01JH0017,10,2,G4,NIST,C,S521,N704,JHU,10
B4_M8_P3_L2_S1,E01JH0017,15,2,H4,NIST,C,S522,N704,JHU,15
B4_M9_P3_L2_S1,E01JH0017,20,2,E6,NIST,C,S518,N706,JHU,0
B4_M1_P4_L2_S1,E01JH0017,0,2,A10,NIST,C,S513,N712,JHU,20
B4_M2_P4_L2_S1,E01JH0017,1,2,B10,NIST,C,S515,N712,JHU,1
B4_M3_P4_L2_S1,E01JH0017,2,2,C10,NIST,C,S516,N712,JHU,2
B4_M4_P4_L2_S1,E01JH0017,3,2,D10,NIST,C,S517,N712,JHU,3
B4_M5_P4_L2_S1,E01JH0017,4,2,E10,NIST,C,S518,N712,JHU,4
B4_M6_P4_L2_S1,E01JH0017,5,2,F10,NIST,C,S520,N712,JHU,5
B4_M7_P4_L2_S1,E01JH0017,10,2,G10,NIST,C,S521,N712,JHU,10
B4_M8_P4_L2_S1,E01JH0017,15,2,H10,NIST,C,S522,N712,JHU,15
B4_M9_P4_L2_S1,E01JH0017,20,2,E12,NIST,C,S518,N715,JHU,0
B5_M1_P3_L2_S1,E01JH0038,0,2,A5,NIST,C,S513,N705,JHU,20
B5_M2_P3_L2_S1,E01JH0038,1,2,B5,NIST,C,S515,N705,JHU,1
B5_M3_P3_L2_S1,E01JH0038,2,2,C5,NIST,C,S516,N705,JHU,2
B5_M4_P3_L2_S1,E01JH0038,3,2,D5,NIST,C,S517,N705,JHU,3
B5_M5_P3_L2_S1,E01JH0038,4,2,E5,NIST,C,S518,N705,JHU,4
B5_M6_P3_L2_S1,E01JH0038,5,2,F5,NIST,C,S520,N705,JHU,5
B5_M7_P3_L2_S1,E01JH0038,10,2,G5,NIST,C,S521,N705,JHU,10
B5_M8_P3_L2_S1,E01JH0038,15,2,H5,NIST,C,S522,N705,JHU,15
B5_M9_P3_L2_S1,E01JH0038,20,2,G6,NIST,C,S521,N706,JHU,0
B5_M1_P4_L2_S1,E01JH0038,0,2,A11,NIST,C,S513,N714,JHU,20
B5_M2_P4_L2_S1,E01JH0038,1,2,B11,NIST,C,S515,N714,JHU,1
B5_M3_P4_L2_S1,E01JH0038,2,2,C11,NIST,C,S516,N714,JHU,2
B5_M4_P4_L2_S1,E01JH0038,3,2,D11,NIST,C,S517,N714,JHU,3
B5_M5_P4_L2_S1,E01JH0038,4,2,E11,NIST,C,S518,N714,JHU,4
B5_M6_P4_L2_S1,E01JH0038,5,2,F11,NIST,C,S520,N714,JHU,5
B5_M7_P4_L2_S1,E01JH0038,10,2,G11,NIST,C,S521,N714,JHU,10
B5_M8_P4_L2_S1,E01JH0038,15,2,H11,NIST,C,S522,N714,JHU,15
B5_M9_P4_L2_S1,E01JH0038,20,2,G12,NIST,C,S521,N715,JHU,0
B0_M0_P3_L2_S1,NTC,NA,2,A6,NIST,C,S513,N706,JHU,NA
B0_M0_P3_L2_S1,NTC,NA,2,D6,NIST,C,S517,N706,JHU,NA
B0_M0_P3_L2_S1,NTC,NA,2,H6,NIST,C,S522,N706,JHU,NA
B0_M0_P4_L2_S1,NTC,NA,2,A12,NIST,C,S513,N715,JHU,NA
B0_M0_P4_L2_S1,NTC,NA,2,D12,NIST,C,S517,N715,JHU,NA
B0_M0_P4_L2_S1,NTC,NA,2,H12,NIST,C,S522,N715,JHU,NA
B1_M1_P1_L1_S2,E01JH0004,0,1,A1,JHU,A,S502,N701,NIST,20
B1_M2_P1_L1_S2,E01JH0004,1,1,B1,JHU,A,S503,N701,NIST,1
B1_M3_P1_L1_S2,E01JH0004,2,1,C1,JHU,A,S505,N701,NIST,2
B1_M4_P1_L1_S2,E01JH0004,3,1,D1,JHU,A,S506,N701,NIST,3
B1_M5_P1_L1_S2,E01JH0004,4,1,E1,JHU,A,S507,N701,NIST,4
B1_M6_P1_L1_S2,E01JH0004,5,1,F1,JHU,A,S508,N701,NIST,5
B1_M7_P1_L1_S2,E01JH0004,10,1,G1,JHU,A,S510,N701,NIST,10
B1_M8_P1_L1_S2,E01JH0004,15,1,H1,JHU,A,S511,N701,NIST,15
B1_M9_P1_L1_S2,E01JH0004,20,1,F6,JHU,A,S508,N706,NIST,0
B1_M1_P2_L1_S2,E01JH0004,0,1,A7,JHU,A,S502,N707,NIST,20
B1_M2_P2_L1_S2,E01JH0004,1,1,B7,JHU,A,S503,N707,NIST,1
B1_M3_P2_L1_S2,E01JH0004,2,1,C7,JHU,A,S505,N707,NIST,2
B1_M4_P2_L1_S2,E01JH0004,3,1,D7,JHU,A,S506,N707,NIST,3
B1_M5_P2_L1_S2,E01JH0004,4,1,E7,JHU,A,S507,N707,NIST,4
B1_M6_P2_L1_S2,E01JH0004,5,1,F7,JHU,A,S508,N707,NIST,5
B1_M7_P2_L1_S2,E01JH0004,10,1,G7,JHU,A,S510,N707,NIST,10
B1_M8_P2_L1_S2,E01JH0004,15,1,H7,JHU,A,S511,N707,NIST,15
B1_M9_P2_L1_S2,E01JH0004,20,1,F12,JHU,A,S508,N715,NIST,0
B2_M1_P1_L1_S2,E01JH0011,0,1,A2,JHU,A,S502,N702,NIST,20
B2_M2_P1_L1_S2,E01JH0011,1,1,B2,JHU,A,S503,N702,NIST,1
B2_M3_P1_L1_S2,E01JH0011,2,1,C2,JHU,A,S505,N702,NIST,2
B2_M4_P1_L1_S2,E01JH0011,3,1,D2,JHU,A,S506,N702,NIST,3
B2_M5_P1_L1_S2,E01JH0011,4,1,E2,JHU,A,S507,N702,NIST,4
B2_M6_P1_L1_S2,E01JH0011,5,1,F2,JHU,A,S508,N702,NIST,5
B2_M7_P1_L1_S2,E01JH0011,10,1,G2,JHU,A,S510,N702,NIST,10
B2_M8_P1_L1_S2,E01JH0011,15,1,H2,JHU,A,S511,N702,NIST,15
B2_M9_P1_L1_S2,E01JH0011,20,1,B6,JHU,A,S503,N706,NIST,0
B2_M1_P2_L1_S2,E01JH0011,0,1,A8,JHU,A,S502,N710,NIST,20
B2_M2_P2_L1_S2,E01JH0011,1,1,B8,JHU,A,S503,N710,NIST,1
B2_M3_P2_L1_S2,E01JH0011,2,1,C8,JHU,A,S505,N710,NIST,2
B2_M4_P2_L1_S2,E01JH0011,3,1,D8,JHU,A,S506,N710,NIST,3
B2_M5_P2_L1_S2,E01JH0011,4,1,E8,JHU,A,S507,N710,NIST,4
B2_M6_P2_L1_S2,E01JH0011,5,1,F8,JHU,A,S508,N710,NIST,5
B2_M7_P2_L1_S2,E01JH0011,10,1,G8,JHU,A,S510,N710,NIST,10
B2_M8_P2_L1_S2,E01JH0011,15,1,H8,JHU,A,S511,N710,NIST,15
B2_M9_P2_L1_S2,E01JH0011,20,1,B12,JHU,A,S503,N715,NIST,0
B3_M1_P1_L1_S2,E01JH0016,0,1,A3,JHU,A,S502,N703,NIST,20
B3_M2_P1_L1_S2,E01JH0016,1,1,B3,JHU,A,S503,N703,NIST,1
B3_M3_P1_L1_S2,E01JH0016,2,1,C3,JHU,A,S505,N703,NIST,2
B3_M4_P1_L1_S2,E01JH0016,3,1,D3,JHU,A,S506,N703,NIST,3
B3_M5_P1_L1_S2,E01JH0016,4,1,E3,JHU,A,S507,N703,NIST,4
B3_M6_P1_L1_S2,E01JH0016,5,1,F3,JHU,A,S508,N703,NIST,5
B3_M7_P1_L1_S2,E01JH0016,10,1,G3,JHU,A,S510,N703,NIST,10
B3_M8_P1_L1_S2,E01JH0016,15,1,H3,JHU,A,S511,N703,NIST,15
B3_M9_P1_L1_S2,E01JH0016,20,1,C6,JHU,A,S505,N706,NIST,0
B3_M1_P2_L1_S2,E01JH0016,0,1,A9,JHU,A,S502,N711,NIST,20
B3_M2_P2_L1_S2,E01JH0016,1,1,B9,JHU,A,S503,N711,NIST,1
B3_M3_P2_L1_S2,E01JH0016,2,1,C9,JHU,A,S505,N711,NIST,2
B3_M4_P2_L1_S2,E01JH0016,3,1,D9,JHU,A,S506,N711,NIST,3
B3_M5_P2_L1_S2,E01JH0016,4,1,E9,JHU,A,S507,N711,NIST,4
B3_M6_P2_L1_S2,E01JH0016,5,1,F9,JHU,A,S508,N711,NIST,5
B3_M7_P2_L1_S2,E01JH0016,10,1,G9,JHU,A,S510,N711,NIST,10
B3_M8_P2_L1_S2,E01JH0016,15,1,H9,JHU,A,S511,N711,NIST,15
B3_M9_P2_L1_S2,E01JH0016,20,1,C12,JHU,A,S505,N715,NIST,0
B4_M1_P1_L1_S2,E01JH0017,0,1,A4,JHU,A,S502,N704,NIST,20
B4_M2_P1_L1_S2,E01JH0017,1,1,B4,JHU,A,S503,N704,NIST,1
B4_M3_P1_L1_S2,E01JH0017,2,1,C4,JHU,A,S505,N704,NIST,2
B4_M4_P1_L1_S2,E01JH0017,3,1,D4,JHU,A,S506,N704,NIST,3
B4_M5_P1_L1_S2,E01JH0017,4,1,E4,JHU,A,S507,N704,NIST,4
B4_M6_P1_L1_S2,E01JH0017,5,1,F4,JHU,A,S508,N704,NIST,5
B4_M7_P1_L1_S2,E01JH0017,10,1,G4,JHU,A,S510,N704,NIST,10
B4_M8_P1_L1_S2,E01JH0017,15,1,H4,JHU,A,S511,N704,NIST,15
B4_M9_P1_L1_S2,E01JH0017,20,1,E6,JHU,A,S507,N706,NIST,0
B4_M1_P2_L1_S2,E01JH0017,0,1,A10,JHU,A,S502,N712,NIST,20
B4_M2_P2_L1_S2,E01JH0017,1,1,B10,JHU,A,S503,N712,NIST,1
B4_M3_P2_L1_S2,E01JH0017,2,1,C10,JHU,A,S505,N712,NIST,2
B4_M4_P2_L1_S2,E01JH0017,3,1,D10,JHU,A,S506,N712,NIST,3
B4_M5_P2_L1_S2,E01JH0017,4,1,E10,JHU,A,S507,N712,NIST,4
B4_M6_P2_L1_S2,E01JH0017,5,1,F10,JHU,A,S508,N712,NIST,5
B4_M7_P2_L1_S2,E01JH0017,10,1,G10,JHU,A,S510,N712,NIST,10
B4_M8_P2_L1_S2,E01JH0017,15,1,H10,JHU,A,S511,N712,NIST,15
B4_M9_P2_L1_S2,E01JH0017,20,1,E12,JHU,A,S507,N715,NIST,0
B5_M1_P1_L1_S2,E01JH0038,0,1,A5,JHU,A,S502,N705,NIST,20
B5_M2_P1_L1_S2,E01JH0038,1,1,B5,JHU,A,S503,N705,NIST,1
B5_M3_P1_L1_S2,E01JH0038,2,1,C5,JHU,A,S505,N705,NIST,2
B5_M4_P1_L1_S2,E01JH0038,3,1,D5,JHU,A,S506,N705,NIST,3
B5_M5_P1_L1_S2,E01JH0038,4,1,E5,JHU,A,S507,N705,NIST,4
B5_M6_P1_L1_S2,E01JH0038,5,1,F5,JHU,A,S508,N705,NIST,5
B5_M7_P1_L1_S2,E01JH0038,10,1,G5,JHU,A,S510,N705,NIST,10
B5_M8_P1_L1_S2,E01JH0038,15,1,H5,JHU,A,S511,N705,NIST,15
B5_M9_P1_L1_S2,E01JH0038,20,1,G6,JHU,A,S510,N706,NIST,0
B5_M1_P2_L1_S2,E01JH0038,0,1,A11,JHU,A,S502,N714,NIST,20
B5_M2_P2_L1_S2,E01JH0038,1,1,B11,JHU,A,S503,N714,NIST,1
B5_M3_P2_L1_S2,E01JH0038,2,1,C11,JHU,A,S505,N714,NIST,2
B5_M4_P2_L1_S2,E01JH0038,3,1,D11,JHU,A,S506,N714,NIST,3
B5_M5_P2_L1_S2,E01JH0038,4,1,E11,JHU,A,S507,N714,NIST,4
B5_M6_P2_L1_S2,E01JH0038,5,1,F11,JHU,A,S508,N714,NIST,5
B5_M7_P2_L1_S2,E01JH0038,10,1,G11,JHU,A,S510,N714,NIST,10
B5_M8_P2_L1_S2,E01JH0038,15,1,H11,JHU,A,S511,N714,NIST,15
B5_M9_P2_L1_S2,E01JH0038,20,1,G12,JHU,A,S510,N715,NIST,0
B0_M0_P1_L1_S2,NTC,NA,1,A6,JHU,A,S502,N706,NIST,NA
B0_M0_P1_L1_S2,NTC,NA,1,D6,JHU,A,S506,N706,NIST,NA
B0_M0_P1_L1_S2,NTC,NA,1,H6,JHU,A,S511,N706,NIST,NA
B0_M0_P2_L1_S2,NTC,NA,1,A12,JHU,A,S502,N715,NIST,NA
B0_M0_P2_L1_S2,NTC,NA,1,D12,JHU,A,S506,N715,NIST,NA
B0_M0_P2_L1_S2,NTC,NA,1,H12,JHU,A,S511,N715,NIST,NA
B1_M1_P3_L1_S2,E01JH0004,0,2,A1,JHU,D,S513,N716,NIST,20
B1_M2_P3_L1_S2,E01JH0004,1,2,B1,JHU,D,S515,N716,NIST,1
B1_M3_P3_L1_S2,E01JH0004,2,2,C1,JHU,D,S516,N716,NIST,2
B1_M4_P3_L1_S2,E01JH0004,3,2,D1,JHU,D,S517,N716,NIST,3
B1_M5_P3_L1_S2,E01JH0004,4,2,E1,JHU,D,S518,N716,NIST,4
B1_M6_P3_L1_S2,E01JH0004,5,2,F1,JHU,D,S520,N716,NIST,5
B1_M7_P3_L1_S2,E01JH0004,10,2,G1,JHU,D,S521,N716,NIST,10
B1_M8_P3_L1_S2,E01JH0004,15,2,H1,JHU,D,S522,N716,NIST,15
B1_M9_P3_L1_S2,E01JH0004,20,2,F6,JHU,D,S520,N722,NIST,0
B1_M1_P4_L1_S2,E01JH0004,0,2,A7,JHU,D,S513,N723,NIST,20
B1_M2_P4_L1_S2,E01JH0004,1,2,B7,JHU,D,S515,N723,NIST,1
B1_M3_P4_L1_S2,E01JH0004,2,2,C7,JHU,D,S516,N723,NIST,2
B1_M4_P4_L1_S2,E01JH0004,3,2,D7,JHU,D,S517,N723,NIST,3
B1_M5_P4_L1_S2,E01JH0004,4,2,E7,JHU,D,S518,N723,NIST,4
B1_M6_P4_L1_S2,E01JH0004,5,2,F7,JHU,D,S520,N723,NIST,5
B1_M7_P4_L1_S2,E01JH0004,10,2,G7,JHU,D,S521,N723,NIST,10
B1_M8_P4_L1_S2,E01JH0004,15,2,H7,JHU,D,S522,N723,NIST,15
B1_M9_P4_L1_S2,E01JH0004,20,2,F12,JHU,D,S520,N729,NIST,0
B2_M1_P3_L1_S2,E01JH0011,0,2,A2,JHU,D,S513,N718,NIST,20
B2_M2_P3_L1_S2,E01JH0011,1,2,B2,JHU,D,S515,N718,NIST,1
B2_M3_P3_L1_S2,E01JH0011,2,2,C2,JHU,D,S516,N718,NIST,2
B2_M4_P3_L1_S2,E01JH0011,3,2,D2,JHU,D,S517,N718,NIST,3
B2_M5_P3_L1_S2,E01JH0011,4,2,E2,JHU,D,S518,N718,NIST,4
B2_M6_P3_L1_S2,E01JH0011,5,2,F2,JHU,D,S520,N718,NIST,5
B2_M7_P3_L1_S2,E01JH0011,10,2,G2,JHU,D,S521,N718,NIST,10
B2_M8_P3_L1_S2,E01JH0011,15,2,H2,JHU,D,S522,N718,NIST,15
B2_M9_P3_L1_S2,E01JH0011,20,2,B6,JHU,D,S515,N722,NIST,0
B2_M1_P4_L1_S2,E01JH0011,0,2,A8,JHU,D,S513,N724,NIST,20
B2_M2_P4_L1_S2,E01JH0011,1,2,B8,JHU,D,S515,N724,NIST,1
B2_M3_P4_L1_S2,E01JH0011,2,2,C8,JHU,D,S516,N724,NIST,2
B2_M4_P4_L1_S2,E01JH0011,3,2,D8,JHU,D,S517,N724,NIST,3
B2_M5_P4_L1_S2,E01JH0011,4,2,E8,JHU,D,S518,N724,NIST,4
B2_M6_P4_L1_S2,E01JH0011,5,2,F8,JHU,D,S520,N724,NIST,5
B2_M7_P4_L1_S2,E01JH0011,10,2,G8,JHU,D,S521,N724,NIST,10
B2_M8_P4_L1_S2,E01JH0011,15,2,H8,JHU,D,S522,N724,NIST,15
B2_M9_P4_L1_S2,E01JH0011,20,2,B12,JHU,D,S515,N729,NIST,0
B3_M1_P3_L1_S2,E01JH0016,0,2,A3,JHU,D,S513,N719,NIST,20
B3_M2_P3_L1_S2,E01JH0016,1,2,B3,JHU,D,S515,N719,NIST,1
B3_M3_P3_L1_S2,E01JH0016,2,2,C3,JHU,D,S516,N719,NIST,2
B3_M4_P3_L1_S2,E01JH0016,3,2,D3,JHU,D,S517,N719,NIST,3
B3_M5_P3_L1_S2,E01JH0016,4,2,E3,JHU,D,S518,N719,NIST,4
B3_M6_P3_L1_S2,E01JH0016,5,2,F3,JHU,D,S520,N719,NIST,5
B3_M7_P3_L1_S2,E01JH0016,10,2,G3,JHU,D,S521,N719,NIST,10
B3_M8_P3_L1_S2,E01JH0016,15,2,H3,JHU,D,S522,N719,NIST,15
B3_M9_P3_L1_S2,E01JH0016,20,2,C6,JHU,D,S516,N722,NIST,0
B3_M1_P4_L1_S2,E01JH0016,0,2,A9,JHU,D,S513,N726,NIST,20
B3_M2_P4_L1_S2,E01JH0016,1,2,B9,JHU,D,S515,N726,NIST,1
B3_M3_P4_L1_S2,E01JH0016,2,2,C9,JHU,D,S516,N726,NIST,2
B3_M4_P4_L1_S2,E01JH0016,3,2,D9,JHU,D,S517,N726,NIST,3
B3_M5_P4_L1_S2,E01JH0016,4,2,E9,JHU,D,S518,N726,NIST,4
B3_M6_P4_L1_S2,E01JH0016,5,2,F9,JHU,D,S520,N726,NIST,5
B3_M7_P4_L1_S2,E01JH0016,10,2,G9,JHU,D,S521,N726,NIST,10
B3_M8_P4_L1_S2,E01JH0016,15,2,H9,JHU,D,S522,N726,NIST,15
B3_M9_P4_L1_S2,E01JH0016,20,2,C12,JHU,D,S516,N729,NIST,0
B4_M1_P3_L1_S2,E01JH0017,0,2,A4,JHU,D,S513,N720,NIST,20
B4_M2_P3_L1_S2,E01JH0017,1,2,B4,JHU,D,S515,N720,NIST,1
B4_M3_P3_L1_S2,E01JH0017,2,2,C4,JHU,D,S516,N720,NIST,2
B4_M4_P3_L1_S2,E01JH0017,3,2,D4,JHU,D,S517,N720,NIST,3
B4_M5_P3_L1_S2,E01JH0017,4,2,E4,JHU,D,S518,N720,NIST,4
B4_M6_P3_L1_S2,E01JH0017,5,2,F4,JHU,D,S520,N720,NIST,5
B4_M7_P3_L1_S2,E01JH0017,10,2,G4,JHU,D,S521,N720,NIST,10
B4_M8_P3_L1_S2,E01JH0017,15,2,H4,JHU,D,S522,N720,NIST,15
B4_M9_P3_L1_S2,E01JH0017,20,2,E6,JHU,D,S518,N722,NIST,0
B4_M1_P4_L1_S2,E01JH0017,0,2,A10,JHU,D,S513,N727,NIST,20
B4_M2_P4_L1_S2,E01JH0017,1,2,B10,JHU,D,S515,N727,NIST,1
B4_M3_P4_L1_S2,E01JH0017,2,2,C10,JHU,D,S516,N727,NIST,2
B4_M4_P4_L1_S2,E01JH0017,3,2,D10,JHU,D,S517,N727,NIST,3
B4_M5_P4_L1_S2,E01JH0017,4,2,E10,JHU,D,S518,N727,NIST,4
B4_M6_P4_L1_S2,E01JH0017,5,2,F10,JHU,D,S520,N727,NIST,5
B4_M7_P4_L1_S2,E01JH0017,10,2,G10,JHU,D,S521,N727,NIST,10
B4_M8_P4_L1_S2,E01JH0017,15,2,H10,JHU,D,S522,N727,NIST,15
B4_M9_P4_L1_S2,E01JH0017,20,2,E12,JHU,D,S518,N729,NIST,0
B5_M1_P3_L1_S2,E01JH0038,0,2,A5,JHU,D,S513,N721,NIST,20
B5_M2_P3_L1_S2,E01JH0038,1,2,B5,JHU,D,S515,N721,NIST,1
B5_M3_P3_L1_S2,E01JH0038,2,2,C5,JHU,D,S516,N721,NIST,2
B5_M4_P3_L1_S2,E01JH0038,3,2,D5,JHU,D,S517,N721,NIST,3
B5_M5_P3_L1_S2,E01JH0038,4,2,E5,JHU,D,S518,N721,NIST,4
B5_M6_P3_L1_S2,E01JH0038,5,2,F5,JHU,D,S520,N721,NIST,5
B5_M7_P3_L1_S2,E01JH0038,10,2,G5,JHU,D,S521,N721,NIST,10
B5_M8_P3_L1_S2,E01JH0038,15,2,H5,JHU,D,S522,N721,NIST,15
B5_M9_P3_L1_S2,E01JH0038,20,2,G6,JHU,D,S521,N722,NIST,0
B5_M1_P4_L1_S2,E01JH0038,0,2,A11,JHU,D,S513,N728,NIST,20
B5_M2_P4_L1_S2,E01JH0038,1,2,B11,JHU,D,S515,N728,NIST,1
B5_M3_P4_L1_S2,E01JH0038,2,2,C11,JHU,D,S516,N728,NIST,2
B5_M4_P4_L1_S2,E01JH0038,3,2,D11,JHU,D,S517,N728,NIST,3
B5_M5_P4_L1_S2,E01JH0038,4,2,E11,JHU,D,S518,N728,NIST,4
B5_M6_P4_L1_S2,E01JH0038,5,2,F11,JHU,D,S520,N728,NIST,5
B5_M7_P4_L1_S2,E01JH0038,10,2,G11,JHU,D,S521,N728,NIST,10
B5_M8_P4_L1_S2,E01JH0038,15,2,H11,JHU,D,S522,N728,NIST,15
B5_M9_P4_L1_S2,E01JH0038,20,2,G12,JHU,D,S521,N729,NIST,0
B0_M0_P3_L1_S2,NTC,NA,2,A6,JHU,D,S513,N722,NIST,NA
B0_M0_P3_L1_S2,NTC,NA,2,D6,JHU,D,S517,N722,NIST,NA
B0_M0_P3_L1_S2,NTC,NA,2,H6,JHU,D,S522,N722,NIST,NA
B0_M0_P4_L1_S2,NTC,NA,2,A12,JHU,D,S513,N729,NIST,NA
B0_M0_P4_L1_S2,NTC,NA,2,D12,JHU,D,S517,N729,NIST,NA
B0_M0_P4_L1_S2,NTC,NA,2,H12,JHU,D,S522,N729,NIST,NA
B1_M1_P1_L2_S2,E01JH0004,0,1,A1,NIST,B,S502,N716,NIST,20
B1_M2_P1_L2_S2,E01JH0004,1,1,B1,NIST,B,S503,N716,NIST,1
B1_M3_P1_L2_S2,E01JH0004,2,1,C1,NIST,B,S505,N716,NIST,2
B1_M4_P1_L2_S2,E01JH0004,3,1,D1,NIST,B,S506,N716,NIST,3
B1_M5_P1_L2_S2,E01JH0004,4,1,E1,NIST,B,S507,N716,NIST,4
B1_M6_P1_L2_S2,E01JH0004,5,1,F1,NIST,B,S508,N716,NIST,5
